Smiles,docking score,LGBMscore
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c(O)c1C2=O,-7.803,-7.2944647138194485
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,-7.762,-4.795871218656129
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,-7.762,-7.240073876904665
O=C1c2ccccc2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(O)c21,-7.749,-7.4386439290570046
CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O,-7.671,-4.633009829156183
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,-7.668,-7.472301530783215
CCN(CC)CCC[C@@H](C)Nc1cc(OC)cc2cccnc12,-7.666,-3.7406994575043755
CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,-7.528,-4.702626301708872
O=[N+]([O-])c1ccc(CNc2nc[nH]c3ncnc2-3)cc1,-7.527,-3.7276077061309625
OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,-7.506,-6.567999578431829
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,-7.498,-6.330893912664038
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,-7.462,-5.72047616761976
O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.443,-3.305818924616875
O=C1NC(c2ccc([NH+]([O-])O)s2)Nc2ccccc21,-7.443,-3.4421418888466113
CC[C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,-7.41,-6.880789141428072
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-7.365,-6.766798287945944
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,-7.226,-5.4750319584657845
O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,-7.213,-7.130550773926164
ONc1ncnc2c1ncn2Cc1ccccc1,-7.211,-4.359899356403213
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,-7.179,-5.921200123591194
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)[C@H](I)[C@H](O)[C@@H]1O,-7.172,-6.952294191419902
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,-7.126,-5.865071262654595
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-7.113,-5.744744452001003
OC1COC(NCCc2c[nH]c3ccccc23)C(O)C1O,-7.109,-6.14370200278644
O=c1c(O)c(-c2ccc(OCCO)c(OCCO)c2)oc2cc(OCCO)cc(O)c12,-7.1,-5.405276158419039
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,-7.076,-3.1443125230051088
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-7.055,-5.17205401106734
O=C1N[C@@H](c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.054,-3.305818924616875
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,-7.003,-6.110748883160318
Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-6.997,-5.105621687159141
Nc1ncnc2c1ncn2C(c1ccccc1)c1ccccc1,-6.995,-4.383000222600106
OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,-6.988,-6.715938787641875
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,-6.98,-6.434050575110126
CCC[C@@H](C)C[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-6.971,-6.883611151156449
CC(C)(C)N(Cc1ccccc1)CC(O)c1ccc(O)c(CO)c1,-6.962,-6.1595672335248794
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,-6.961,-6.605982376945248
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C)O1,-6.957,-5.950707734793796
NNc1nnc(NN)c2ccccc12,-6.953,-4.297207070426615
O=C1c2ccccc2C(=O)c2c1ccc(C1OC(CO)C(O)C(O)C1O)c2O,-6.944,-7.025691140971258
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,-6.941,-6.663911044300654
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-6.936,-5.013018726246645
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,-6.927,-3.7406994575043755
O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,-6.927,-5.175815496347445
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,-6.926,-3.9625540946590756
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,-6.915,-4.927174994724582
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-6.901,-6.977331071782902
Oc1ccc(OP2(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=N2)cc1,-6.894,-3.254892716105152
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,-6.881,-4.936659305930844
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-6.867,-5.402770141335035
O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,-6.858,-6.663911044300654
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-6.851,-4.687884586241632
O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1,-6.829,-3.5537413289734525
O=NN1CCSC1C(O)C(O)C(O)C(O)CO,-6.812,-5.446200288875263
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,-6.808,-6.403745780324306
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,-6.787,-5.5559756165155205
OC1C=CC2=C(c3cccc4cccc2c34)C1O,-6.772,-3.698498534524429
COc1cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2cc1OC,-6.768,-4.1473784760752626
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-6.764,-3.7848344929119047
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,-6.76,-5.194658396479799
Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.753,-4.4606377270963815
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.746,-6.810434337076637
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,-6.726,-5.265357058748686
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,-6.721,-5.424691413680198
[O-][n+]1cccc2cccc(O)c21,-6.713,-4.56599072054707
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,-6.705,-6.93693328399727
CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,-6.681,-4.234528784526203
O=C1NC(=O)C(Cl)C1=C(Cl)Cl,-6.676,-3.6396804436299885
[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(CCO)CC3)c21,-6.674,-4.705896625129068
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,-6.671,-5.594533192524279
Oc1ccc(O)c(O)c1,-6.668,-4.777017476503339
NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1,-6.651,-3.99576052396125
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,-6.643,-5.513763801564036
CCN1CCNC(=O)C1=O,-6.63,-3.545619088287298
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-6.627,-6.101126440380743
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,-6.609,-5.455100871352506
O=C1c2c3c(O)ccc4c3c(c3c(O)ccc(c23)C2OC12)C(O)C1OC41,-6.601,-5.181615536895314
O=C1NC(=O)c2ccccc21,-6.593,-3.0964406368743735
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,-6.591,-5.3133750188799125
O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,-6.577,-7.028428926368897
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,-6.57,-5.160962499917906
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,-6.536,-4.174569530550194
COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,-6.534,-5.0880525982018945
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,-6.529,-5.494728194070401
O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,-6.529,-7.028428926368897
CCNc1nc(Cl)nc(NCC)n1,-6.523,-3.226543509735853
CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,-6.52,-5.055782579759991
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(O)C1)C(=O)c1c(O)cccc1C3=O,-6.513,-5.23219064456223
CC(=O)c1cc(N)ccc1OCC(O)CNC(C)(C)C,-6.511,-5.39810156794982
OCc1cc2ccc3cccnc3c2[nH]1,-6.508,-4.073798499571268
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,-6.493,-5.005047672345273
OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,-6.485,-6.21447220392624
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,-6.469,-4.875030075426411
OCC(O)C(O)C(O)C(O)CO,-6.458,-5.039490274266856
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,-6.446,-5.891095630678625
Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O,-6.444,-6.393911051721799
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,-6.441,-5.055390703031804
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,-6.439,-5.087512882456201
Nc1ncnc2c1ncn2C1CCC(CO)O1,-6.439,-5.087512882456201
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,-6.438,-5.4084520439351795
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,-6.428,-6.237611786584949
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,-6.428,-5.553279378675662
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,-6.424,-3.519808777349286
O=C1NC(=O)C2CC=CCC12,-6.424,-3.519808777349286
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,-6.423,-5.9097051569448364
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,-6.422,-4.549163718012734
[O-][NH+](O)c1ccc(Nc2ccccc2O)c([NH+]([O-])O)c1,-6.422,-4.821306547003905
Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,-6.42,-5.082613228810778
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-6.414,-5.714958264683319
CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,-6.388,-5.508372044990385
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-6.386,-3.7558375966756774
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-6.382,-5.107927097873767
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-6.382,-5.446200288875263
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,-6.38,-4.348731665345642
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,-6.374,-6.55900031767932
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,-6.367,-5.345500239200143
Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,-6.367,-6.393911051721799
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,-6.356,-5.024648478821908
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,-6.349,-5.777595942928667
O=C1CC(=C(Cl)Cl)C(=O)N1,-6.344,-3.2786092669605185
C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,-6.333,-4.725905338700473
CC1CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(=O)C1=O,-6.333,-5.377920154449566
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,-6.329,-4.994091461819798
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,-6.319,-5.217764953339745
O=C1c2ccccc2C(=O)c2c1ccc([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,-6.314,-7.025691140971258
O=C1CN(N=Cc2ccc([NH+]([O-])O)o2)C(=O)N1,-6.295,-4.686481300759581
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12,-6.291,-4.356345385862285
CCC1(c2ccccc2)C(=O)NCNC1=O,-6.277,-3.7735276546630723
[O-][NH+](O)c1cccnc1O,-6.277,-3.6528641733848146
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,-6.275,-5.635889435607046
O=[N+]([O-])c1ccc(C=NN2CCN=C2O)o1,-6.274,-4.868991801278227
COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,-6.272,-4.9168604911372
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,-6.262,-5.318010033571729
O=NN(CCc1c[nH]c2ccccc12)C1OCC(O)C(O)C1O,-6.261,-5.970411965096405
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-6.255,-6.1586455313974255
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-6.234,-6.109400827995438
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,-6.23,-5.949433370372553
OC(CBr)C(O)C(O)C(O)CBr,-6.227,-4.998724273456343
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-6.221,-6.22475043375721
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOC[C@H]2C#N)[C@H](O)[C@H](C)O1,-6.22,-6.477685721493736
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,-6.219,-5.416960720127308
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-6.214,-2.7813948829064086
O=C1NC(=O)c2cc([NH+]([O-])O)ccc21,-6.214,-3.043656812430532
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,-6.202,-6.525617096734293
Nc1ccc2c(=O)[nH]sc2c1,-6.199,-3.7355602403363424
O=[N+]([O-])c1ccc2c(O)nsc2c1,-6.186,-3.9292582505728695
NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,-6.18,-5.266847754069943
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@H]1O,-6.178,-7.059736161565253
CN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.176,-3.871713568827877
CCC12OC1(C(=O)OC)C(=O)NC2(C)O,-6.166,-3.5212107715628282
CCCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-6.16,-4.714444917457287
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-6.149,-6.330240208494619
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,-6.141,-5.391525270513812
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,-6.137,-3.6156436312317637
COC(=O)[C@]12O[C@@]1(C)[C@](O)(C(C)C)NC2=O,-6.134,-3.874492628772007
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,-6.128,-5.163232349727815
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-6.128,-5.610383920278778
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,-6.124,-6.21447220392624
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.103,-6.810434337076637
Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.094,-4.3087779833407005
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,-6.092,-5.610383920278778
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-6.085,-4.348731665345642
O=NN1CCCNC1=O,-6.085,-3.9589703821595714
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.084,-4.602536831456938
OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,-6.083,-4.528879480862009
CCC1(O)CC(OC2CC(N)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,-6.076,-6.880789141428072
Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,-6.072,-3.5400312812057333
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,-6.072,-4.808555482684537
Oc1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4,-6.067,-5.458344630339318
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,-6.061,-5.554910697430138
CC(C)(c1ccc(OP(O)O)cc1)c1ccc(OP(O)O)cc1,-6.056,-2.7088951696348187
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,-6.05,-5.29061904331157
CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,-6.045,-5.161271884361702
CN(C)CCCNc1c2ccccc2nc2ccccc12,-6.042,-4.431719514995016
O=NN1CCC(=O)NC1=O,-6.04,-3.6464096287802983
O=C1C=CC(=O)N1,-6.035,-3.208068750694981
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(OC1CC(N(C)C)C(O)C(C)O1)CC(O)(C(=O)CO)C3,-6.033,-6.477685721493736
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C,-6.025,-4.832129146976897
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,-6.023,-4.495810863444236
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,-6.019,-4.906212993601644
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C=C4,-6.019,-5.187088064400822
CCCN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.012,-4.278936054606484
[O-][n+]1onc2c([NH+]([O-])O)ccc(N(CCO)CCO)c21,-6.005,-4.215931825789908
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,-5.992,-4.021229137946965
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,-5.991,-5.2076624339379345
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-5.984,-5.610383920278778
O=C1C=CC(=O)c2c(O)cccc21,-5.984,-4.987783405083456
CCc1cccc(CC)c1NC(=O)CO,-5.976,-4.225435518708616
CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC,-5.974,-4.9168604911372
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-5.97,-4.717681171430798
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O,-5.97,-4.8355238979609245
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,-5.966,-3.5212107715628282
C[C@H]1CN(N=O)C(=O)NC1=O,-5.961,-3.5958491276694526
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-5.957,-4.404728592391158
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,-5.955,-4.397218673653293
O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21,-5.952,-4.690662672185526
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,-5.949,-5.258557567414646
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-5.947,-5.5128425160861925
O=C1NCNC(=O)N1,-5.943,-3.3238061406269774
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,-5.942,-6.158411839672302
CCOC(=O)N1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-5.941,-3.5782499254976576
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-5.936,-5.053668388161602
[O-][n+]1cccc2c3c(ccc21)C(O)C(O)C1OC31,-5.936,-5.446847674237093
COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(=O)C2=O,-5.935,-4.776337945184824
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,-5.931,-5.187088064400822
CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,-5.926,-4.2092659804303665
NCCc1cc(O)c(O)cc1O,-5.922,-5.259030955722508
Cc1ccc(O)c(O)c1,-5.922,-4.804638809276205
Cc1c2cc(CO)ccc2nc2c3c(ccc12)C(O)C(O)C=C3,-5.909,-5.1225605333457604
