Smiles,docking score,Ridgescore
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c(O)c1C2=O,-7.803,-7.0286237083994045
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,-7.762,-5.919973104423304
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,-7.762,-7.082862380982402
O=C1c2ccccc2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(O)c21,-7.749,-7.146374059695338
CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O,-7.671,-4.464456822918601
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,-7.668,-7.804069932776152
CCN(CC)CCC[C@@H](C)Nc1cc(OC)cc2cccnc12,-7.666,-3.7806814887173164
CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,-7.528,-4.0038781697001
O=[N+]([O-])c1ccc(CNc2nc[nH]c3ncnc2-3)cc1,-7.527,-4.257407111083875
OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,-7.506,-5.9944046805362925
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,-7.498,-6.114758461232342
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,-7.462,-5.494829042168978
O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.443,-5.098907632896197
O=C1NC(c2ccc([NH+]([O-])O)s2)Nc2ccccc21,-7.443,-5.016846464398782
CC[C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,-7.41,-6.795400874009019
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-7.365,-6.816305804318216
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,-7.226,-5.923903557655556
O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,-7.213,-7.387564802771438
ONc1ncnc2c1ncn2Cc1ccccc1,-7.211,-4.379807055943381
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,-7.179,-5.67474169337166
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)[C@H](I)[C@H](O)[C@@H]1O,-7.172,-6.392709555733434
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,-7.126,-5.753798160688855
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-7.113,-5.767950474851998
OC1COC(NCCc2c[nH]c3ccccc23)C(O)C1O,-7.109,-5.985394625349452
O=c1c(O)c(-c2ccc(OCCO)c(OCCO)c2)oc2cc(OCCO)cc(O)c12,-7.1,-6.707267039375351
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,-7.076,-3.499373914329838
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-7.055,-6.3166917403417315
O=C1N[C@@H](c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.054,-5.098907632896197
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,-7.003,-5.703209359601738
Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-6.997,-5.842639910203117
Nc1ncnc2c1ncn2C(c1ccccc1)c1ccccc1,-6.995,-4.351259984798164
OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,-6.988,-7.29168439002894
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,-6.98,-5.9287315210346225
CCC[C@@H](C)C[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-6.971,-6.002095077651791
CC(C)(C)N(Cc1ccccc1)CC(O)c1ccc(O)c(CO)c1,-6.962,-6.326196035341201
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,-6.961,-6.4801659635751285
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C)O1,-6.957,-5.799113573798842
NNc1nnc(NN)c2ccccc12,-6.953,-4.074126881970267
O=C1c2ccccc2C(=O)c2c1ccc(C1OC(CO)C(O)C(O)C1O)c2O,-6.944,-6.634248989671775
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,-6.941,-5.9485803966898345
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-6.936,-4.651050441651423
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,-6.927,-3.7806814887173164
O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,-6.927,-4.462148656838547
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,-6.926,-4.777465000635267
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,-6.915,-5.724049797062372
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-6.901,-6.569205441592362
Oc1ccc(OP2(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=N2)cc1,-6.894,-3.9335041924328955
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,-6.881,-4.5286245517272885
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-6.867,-5.818515217465783
O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,-6.858,-5.9485803966898345
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-6.851,-4.171971723500466
O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1,-6.829,-4.022551346216611
O=NN1CCSC1C(O)C(O)C(O)C(O)CO,-6.812,-5.231748467401214
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,-6.808,-6.306535294276191
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,-6.787,-5.995413601723479
OC1C=CC2=C(c3cccc4cccc2c34)C1O,-6.772,-4.247759026188586
COc1cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2cc1OC,-6.768,-5.318996461624733
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-6.764,-3.7951357911558334
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,-6.76,-6.27925855620606
Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.753,-4.458798429352941
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.746,-6.9294938264419645
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,-6.726,-5.359047347417889
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,-6.721,-4.805526280170845
[O-][n+]1cccc2cccc(O)c21,-6.713,-4.592565319273121
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,-6.705,-6.93729095171399
CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,-6.681,-4.145489826828788
O=C1NC(=O)C(Cl)C1=C(Cl)Cl,-6.676,-3.957139915306436
[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(CCO)CC3)c21,-6.674,-4.591873069611735
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,-6.671,-6.024393287759452
Oc1ccc(O)c(O)c1,-6.668,-4.772902602975984
NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1,-6.651,-4.431482492246409
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,-6.643,-5.167976390925045
CCN1CCNC(=O)C1=O,-6.63,-3.576210842983347
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-6.627,-5.831728952428347
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,-6.609,-5.467659443388395
O=C1c2c3c(O)ccc4c3c(c3c(O)ccc(c23)C2OC12)C(O)C1OC41,-6.601,-5.443468142490076
O=C1NC(=O)c2ccccc21,-6.593,-3.8264067933251336
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,-6.591,-5.405534979779496
O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,-6.577,-6.2434762027019
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,-6.57,-5.963122040523315
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,-6.536,-4.198634355724377
COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,-6.534,-4.216330762910152
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,-6.529,-5.3999258544683855
O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,-6.529,-6.2434762027019
CCNc1nc(Cl)nc(NCC)n1,-6.523,-3.1833285338359802
CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,-6.52,-4.468691689184945
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(O)C1)C(=O)c1c(O)cccc1C3=O,-6.513,-4.7393673827066864
CC(=O)c1cc(N)ccc1OCC(O)CNC(C)(C)C,-6.511,-5.468729780603628
OCc1cc2ccc3cccnc3c2[nH]1,-6.508,-4.553774220491262
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,-6.493,-5.920770137622118
OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,-6.485,-6.1526232469861455
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,-6.469,-4.427503020041158
OCC(O)C(O)C(O)C(O)CO,-6.458,-4.401144679475825
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,-6.446,-6.018509638802306
Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O,-6.444,-5.902037501304191
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,-6.441,-5.9543811025758755
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,-6.439,-5.43268369911022
Nc1ncnc2c1ncn2C1CCC(CO)O1,-6.439,-5.43268369911022
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,-6.438,-4.727985082602315
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,-6.428,-5.197152667076232
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,-6.428,-5.13442631065804
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,-6.424,-3.806127980958344
O=C1NC(=O)C2CC=CCC12,-6.424,-3.806127980958344
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,-6.423,-5.868700991842232
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,-6.422,-3.92024978978027
[O-][NH+](O)c1ccc(Nc2ccccc2O)c([NH+]([O-])O)c1,-6.422,-4.310073889143541
Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,-6.42,-5.063755579075019
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-6.414,-5.806297807465898
CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,-6.388,-5.758843455680887
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-6.386,-5.264680249443073
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-6.382,-5.8776938806299235
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-6.382,-5.231748467401214
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,-6.38,-4.365742473916569
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,-6.374,-5.923559981485365
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,-6.367,-6.1007636020750535
Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,-6.367,-5.902037501304191
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,-6.356,-4.4838264663665495
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,-6.349,-5.702505350321137
O=C1CC(=C(Cl)Cl)C(=O)N1,-6.344,-3.7760932650260655
C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,-6.333,-4.519628182901139
CC1CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(=O)C1=O,-6.333,-4.361940904589848
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,-6.329,-4.511039162028732
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,-6.319,-5.136907362090744
O=C1c2ccccc2C(=O)c2c1ccc([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,-6.314,-6.634248989671775
O=C1CN(N=Cc2ccc([NH+]([O-])O)o2)C(=O)N1,-6.295,-4.686979469154124
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12,-6.291,-4.110556640724043
CCC1(c2ccccc2)C(=O)NCNC1=O,-6.277,-4.219851308554221
[O-][NH+](O)c1cccnc1O,-6.277,-3.854063232158473
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,-6.275,-5.320763531681688
O=[N+]([O-])c1ccc(C=NN2CCN=C2O)o1,-6.274,-4.207743624982875
COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,-6.272,-4.772786274989007
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,-6.262,-5.000185955156148
O=NN(CCc1c[nH]c2ccccc12)C1OCC(O)C(O)C1O,-6.261,-6.000336015502069
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-6.255,-5.846378990286841
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-6.234,-5.721872444333727
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,-6.23,-5.917830519209273
OC(CBr)C(O)C(O)C(O)CBr,-6.227,-3.936360845609527
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-6.221,-5.300894935401933
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOC[C@H]2C#N)[C@H](O)[C@H](C)O1,-6.22,-6.283319248073482
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,-6.219,-6.073333717598801
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-6.214,-3.575297125617886
O=C1NC(=O)c2cc([NH+]([O-])O)ccc21,-6.214,-3.9504179559086126
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,-6.202,-5.723154832713026
Nc1ccc2c(=O)[nH]sc2c1,-6.199,-4.319095817048169
O=[N+]([O-])c1ccc2c(O)nsc2c1,-6.186,-4.003377458803646
NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,-6.18,-5.147417083681757
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@H]1O,-6.178,-7.0550187718497535
CN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.176,-3.6694473712308304
CCC12OC1(C(=O)OC)C(=O)NC2(C)O,-6.166,-3.3283821060018988
CCCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-6.16,-4.298965525939269
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-6.149,-6.243428040529301
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,-6.141,-4.771982651464768
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,-6.137,-4.141501194866701
COC(=O)[C@]12O[C@@]1(C)[C@](O)(C(C)C)NC2=O,-6.134,-3.543315695819355
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,-6.128,-5.196138357360192
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-6.128,-5.718966790486647
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,-6.124,-6.1526232469861455
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.103,-6.9294938264419645
Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.094,-4.373628602484574
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,-6.092,-5.889384123380526
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-6.085,-4.365742473916569
O=NN1CCCNC1=O,-6.085,-4.16093419915811
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.084,-5.674842767167273
OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,-6.083,-5.116408635212412
CCC1(O)CC(OC2CC(N)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,-6.076,-6.795400874009019
Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,-6.072,-3.6887431877414114
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,-6.072,-5.8064009722940035
Oc1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4,-6.067,-5.7466346553362015
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,-6.061,-5.458610453367806
CC(C)(c1ccc(OP(O)O)cc1)c1ccc(OP(O)O)cc1,-6.056,-3.5197400540391177
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,-6.05,-5.34989025681924
CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,-6.045,-4.740207716598757
CN(C)CCCNc1c2ccccc2nc2ccccc12,-6.042,-4.108573994762799
O=NN1CCC(=O)NC1=O,-6.04,-3.873321356234793
O=C1C=CC(=O)N1,-6.035,-3.9285836782629033
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(OC1CC(N(C)C)C(O)C(C)O1)CC(O)(C(=O)CO)C3,-6.033,-6.417956431573938
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C,-6.025,-3.9745082181365348
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,-6.023,-4.439174543352729
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,-6.019,-3.955726433061823
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C=C4,-6.019,-5.188576965404972
CCCN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.012,-4.165590003737792
[O-][n+]1onc2c([NH+]([O-])O)ccc(N(CCO)CCO)c21,-6.005,-4.155645340719898
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,-5.992,-3.530205357452709
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,-5.991,-5.060297282635528
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-5.984,-5.7215648506886385
O=C1C=CC(=O)c2c(O)cccc21,-5.984,-3.9951249837247316
CCc1cccc(CC)c1NC(=O)CO,-5.976,-3.7019987783369603
CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC,-5.974,-4.633790830260709
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-5.97,-4.938303857895874
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O,-5.97,-4.35971203459841
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,-5.966,-3.3283821060018988
C[C@H]1CN(N=O)C(=O)NC1=O,-5.961,-4.3560405187015565
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-5.957,-4.797605178555495
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,-5.955,-3.8251442837426035
O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21,-5.952,-4.0198702040358745
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,-5.949,-4.690192936763722
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-5.947,-5.522164606925806
O=C1NCNC(=O)N1,-5.943,-3.5968714978252057
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,-5.942,-5.684241209951871
CCOC(=O)N1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-5.941,-3.737574214278011
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-5.936,-4.625506299860313
[O-][n+]1cccc2c3c(ccc21)C(O)C(O)C1OC31,-5.936,-4.885107922483628
COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(=O)C2=O,-5.935,-4.876585585833431
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,-5.931,-5.188576965404972
CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,-5.926,-4.790219400651502
NCCc1cc(O)c(O)cc1O,-5.922,-5.260650672693188
Cc1ccc(O)c(O)c1,-5.922,-4.416785795739101
Cc1c2cc(CO)ccc2nc2c3c(ccc12)C(O)C(O)C=C3,-5.909,-4.979984307749222
