Smiles,docking score,RFscore
CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O,-7.671,-3.89898930292973
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,-7.668,-4.6298355234196285
CCN(CC)CCC[C@@H](C)Nc1cc(OC)cc2cccnc12,-7.666,-3.633569194179855
CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,-7.528,-4.121250841391268
O=[N+]([O-])c1ccc(CNc2nc[nH]c3ncnc2-3)cc1,-7.527,-3.4114731004298546
OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,-7.506,-3.7760441941798546
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,-7.498,-4.52518119420272
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,-7.462,-3.801558080974602
O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.443,-4.904116742811263
O=C1NC(c2ccc([NH+]([O-])O)s2)Nc2ccccc21,-7.443,-4.289915428593821
CC[C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,-7.41,-4.575425666192087
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-7.365,-4.0200956267685095
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,-7.226,-4.4329272739799235
O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,-7.213,-4.8947008114276
ONc1ncnc2c1ncn2Cc1ccccc1,-7.211,-4.045769194179854
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,-7.179,-3.4114731004298546
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)[C@H](I)[C@H](O)[C@@H]1O,-7.172,-4.786106900606053
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,-7.126,-3.983854913031153
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-7.113,-3.9085549814740084
OC1COC(NCCc2c[nH]c3ccccc23)C(O)C1O,-7.109,-4.007007207439014
O=c1c(O)c(-c2ccc(OCCO)c(OCCO)c2)oc2cc(OCCO)cc(O)c12,-7.1,-4.021906911205169
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,-7.076,-3.4114731004298546
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-7.055,-4.021906911205169
O=C1N[C@@H](c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.054,-4.904116742811263
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,-7.003,-4.73807139505406
Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-6.997,-3.916558667864065
Nc1ncnc2c1ncn2C(c1ccccc1)c1ccccc1,-6.995,-4.045769194179854
OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,-6.988,-4.265848048300446
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,-6.98,-4.968056001762558
CCC[C@@H](C)C[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-6.971,-3.4114731004298546
CC(C)(C)N(Cc1ccccc1)CC(O)c1ccc(O)c(CO)c1,-6.962,-4.115106174238616
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,-6.961,-4.400946237932357
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C)O1,-6.957,-4.653452668429225
NNc1nnc(NN)c2ccccc12,-6.953,-3.729976654892968
O=C1c2ccccc2C(=O)c2c1ccc(C1OC(CO)C(O)C(O)C1O)c2O,-6.944,-4.038948377955032
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,-6.941,-3.5294543348438205
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-6.936,-3.729976654892968
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,-6.927,-3.633569194179855
O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,-6.927,-3.4114731004298546
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,-6.926,-5.329933217608883
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,-6.915,-4.198093463514341
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-6.901,-4.968056001762558
Oc1ccc(OP2(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=N2)cc1,-6.894,-3.751766790072671
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,-6.881,-3.4114731004298546
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-6.867,-4.199995464166792
O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,-6.858,-3.5294543348438205
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-6.851,-3.6538188586093847
O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1,-6.829,-3.3512580830687435
O=NN1CCSC1C(O)C(O)C(O)C(O)CO,-6.812,-3.65493933484382
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,-6.808,-4.504288567272719
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,-6.787,-3.880743839154132
OC1C=CC2=C(c3cccc4cccc2c34)C1O,-6.772,-3.585600180095348
COc1cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2cc1OC,-6.768,-3.819985468586708
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-6.764,-3.3512580830687435
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,-6.76,-4.663686047187037
Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.753,-4.154022889349678
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.746,-4.8947008114276
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,-6.726,-3.997962187522802
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,-6.721,-3.4114731004298546
[O-][n+]1cccc2cccc(O)c21,-6.713,-3.729976654892968
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,-6.705,-4.758153401949671
CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,-6.681,-3.729976654892968
O=C1NC(=O)C(Cl)C1=C(Cl)Cl,-6.676,-3.6538188586093847
[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(CCO)CC3)c21,-6.674,-3.5168675080579357
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,-6.671,-4.063451703000673
Oc1ccc(O)c(O)c1,-6.668,-3.4114731004298546
NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1,-6.651,-3.7760441941798546
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,-6.643,-4.045769194179854
CCN1CCNC(=O)C1=O,-6.63,-4.42903335849978
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-6.627,-4.400946237932357
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,-6.609,-3.984036628685422
O=C1c2c3c(O)ccc4c3c(c3c(O)ccc(c23)C2OC12)C(O)C1OC41,-6.601,-3.6538188586093847
O=C1NC(=O)c2ccccc21,-6.593,-3.6538188586093847
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,-6.591,-4.2447429904551255
O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,-6.577,-5.138167045841565
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,-6.57,-4.4329272739799235
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,-6.536,-4.041661567820971
COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,-6.534,-3.8152088541894686
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,-6.529,-3.935231592298817
O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,-6.529,-5.138167045841565
CCNc1nc(Cl)nc(NCC)n1,-6.523,-3.636812437423098
CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,-6.52,-4.1052987424719
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(O)C1)C(=O)c1c(O)cccc1C3=O,-6.513,-4.680000409138567
CC(=O)c1cc(N)ccc1OCC(O)CNC(C)(C)C,-6.511,-3.5197267955996785
OCc1cc2ccc3cccnc3c2[nH]1,-6.508,-3.7908551175011964
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,-6.493,-4.021906911205169
OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,-6.485,-4.663686047187037
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,-6.469,-3.6538188586093847
OCC(O)C(O)C(O)C(O)CO,-6.458,-3.4114731004298546
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,-6.446,-3.880743839154132
Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O,-6.444,-4.089555428593821
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,-6.441,-4.1050424513685915
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,-6.439,-4.198093463514341
Nc1ncnc2c1ncn2C1CCC(CO)O1,-6.439,-4.198093463514341
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,-6.438,-3.65493933484382
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,-6.428,-4.287370073568097
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,-6.428,-3.4677432619914192
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,-6.424,-3.6538188586093847
O=C1NC(=O)C2CC=CCC12,-6.424,-3.6538188586093847
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,-6.423,-3.4114731004298546
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,-6.422,-3.585600180095348
[O-][NH+](O)c1ccc(Nc2ccccc2O)c([NH+]([O-])O)c1,-6.422,-3.3762037118066104
Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,-6.42,-3.798195333407005
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-6.414,-4.1050424513685915
CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,-6.388,-4.655071720518509
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-6.386,-4.053546820275925
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-6.382,-4.188073521182492
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-6.382,-3.65493933484382
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,-6.38,-3.636812437423098
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,-6.374,-3.93637933484382
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,-6.367,-4.968056001762558
Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,-6.367,-4.089555428593821
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,-6.356,-3.6538188586093847
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,-6.349,-3.729300505820798
O=C1CC(=C(Cl)Cl)C(=O)N1,-6.344,-3.3512580830687435
C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,-6.333,-3.3512580830687435
CC1CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(=O)C1=O,-6.333,-3.6538188586093847
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,-6.329,-3.4114731004298546
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,-6.319,-4.099872445463784
O=C1c2ccccc2C(=O)c2c1ccc([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,-6.314,-4.038948377955032
O=C1CN(N=Cc2ccc([NH+]([O-])O)o2)C(=O)N1,-6.295,-3.3512580830687435
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12,-6.291,-3.7355211634171694
CCC1(c2ccccc2)C(=O)NCNC1=O,-6.277,-3.6538188586093847
[O-][NH+](O)c1cccnc1O,-6.277,-3.829066414509313
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,-6.275,-3.6538188586093847
O=[N+]([O-])c1ccc(C=NN2CCN=C2O)o1,-6.274,-3.4114731004298546
COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,-6.272,-3.6538188586093847
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,-6.262,-4.436534174724602
O=NN(CCc1c[nH]c2ccccc12)C1OCC(O)C(O)C1O,-6.261,-4.007007207439014
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-6.255,-4.0200956267685095
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-6.234,-4.400946237932357
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,-6.23,-4.890611027731784
OC(CBr)C(O)C(O)C(O)CBr,-6.227,-3.6221543348438203
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-6.221,-3.796602619775503
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOC[C@H]2C#N)[C@H](O)[C@H](C)O1,-6.22,-4.764536001762558
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,-6.219,-3.934555443226647
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-6.214,-3.6538188586093847
O=C1NC(=O)c2cc([NH+]([O-])O)ccc21,-6.214,-3.6538188586093847
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,-6.202,-4.158600479752827
Nc1ccc2c(=O)[nH]sc2c1,-6.199,-4.124210073568097
O=[N+]([O-])c1ccc2c(O)nsc2c1,-6.186,-3.860194272249669
NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,-6.18,-3.6221543348438203
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@H]1O,-6.178,-4.968056001762558
CN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.176,-3.7315686142667723
CCC12OC1(C(=O)OC)C(=O)NC2(C)O,-6.166,-3.6538188586093847
CCCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-6.16,-3.729976654892968
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-6.149,-4.663686047187037
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,-6.141,-3.745066132592922
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,-6.137,-3.4114731004298546
COC(=O)[C@]12O[C@@]1(C)[C@](O)(C(C)C)NC2=O,-6.134,-3.6538188586093847
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,-6.128,-3.7795611530256386
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-6.128,-3.934555443226647
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,-6.124,-4.663686047187037
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.103,-4.8947008114276
Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.094,-4.154022889349678
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,-6.092,-3.934555443226647
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-6.085,-3.636812437423098
O=NN1CCCNC1=O,-6.085,-3.729300505820798
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.084,-4.021906911205169
OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,-6.083,-3.9734428893069333
CCC1(O)CC(OC2CC(N)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,-6.076,-4.575425666192087
Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,-6.072,-3.6799339397166575
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,-6.072,-5.21477890284319
Oc1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4,-6.067,-3.8235076557183163
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,-6.061,-3.3512580830687435
CC(C)(c1ccc(OP(O)O)cc1)c1ccc(OP(O)O)cc1,-6.056,-3.4114731004298546
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,-6.05,-3.798195333407005
CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,-6.045,-3.984036628685422
CN(C)CCCNc1c2ccccc2nc2ccccc12,-6.042,-3.729976654892968
O=NN1CCC(=O)NC1=O,-6.04,-3.3512580830687435
O=C1C=CC(=O)N1,-6.035,-3.6538188586093847
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(OC1CC(N(C)C)C(O)C(C)O1)CC(O)(C(=O)CO)C3,-6.033,-4.653452668429225
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C,-6.025,-3.508316754021864
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,-6.023,-4.267042990455126
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,-6.019,-4.210779893575899
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C=C4,-6.019,-3.8235076557183163
CCCN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.012,-3.5168675080579357
[O-][n+]1onc2c([NH+]([O-])O)ccc(N(CCO)CCO)c21,-6.005,-3.330302527513188
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,-5.992,-3.6538188586093847
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,-5.991,-3.4114731004298546
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-5.984,-3.934555443226647
O=C1C=CC(=O)c2c(O)cccc21,-5.984,-4.015816718586708
CCc1cccc(CC)c1NC(=O)CO,-5.976,-3.585600180095348
CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC,-5.974,-3.6538188586093847
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-5.97,-3.585600180095348
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O,-5.97,-4.436534174724602
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,-5.966,-3.6538188586093847
C[C@H]1CN(N=O)C(=O)NC1=O,-5.961,-3.6538188586093847
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-5.957,-3.6167280378357036
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,-5.955,-3.729976654892968
O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21,-5.952,-3.6538188586093847
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,-5.949,-4.095444945362969
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-5.947,-3.934555443226647
O=C1NCNC(=O)N1,-5.943,-3.6538188586093847
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,-5.942,-4.663686047187037
CCOC(=O)N1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-5.941,-3.5168675080579357
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-5.936,-3.6538188586093847
[O-][n+]1cccc2c3c(ccc21)C(O)C(O)C1OC31,-5.936,-3.729976654892968
COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(=O)C2=O,-5.935,-3.880743839154132
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,-5.931,-3.8235076557183163
CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,-5.926,-3.959016985715144
NCCc1cc(O)c(O)cc1O,-5.922,-3.330302527513188
Cc1ccc(O)c(O)c1,-5.922,-3.4114731004298546
