Smiles,docking score,XGBscore
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,-7.226,-3.1900573
O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,-7.213,-4.164824
ONc1ncnc2c1ncn2Cc1ccccc1,-7.211,-4.445955
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,-7.179,-3.9061027
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)[C@H](I)[C@H](O)[C@@H]1O,-7.172,-4.535544
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,-7.126,-3.887015
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-7.113,-6.3806434
OC1COC(NCCc2c[nH]c3ccccc23)C(O)C1O,-7.109,-4.2626133
O=c1c(O)c(-c2ccc(OCCO)c(OCCO)c2)oc2cc(OCCO)cc(O)c12,-7.1,-3.2042332
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,-7.076,-4.158754
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-7.055,-3.2997322
O=C1N[C@@H](c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.054,-3.3145466
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,-7.003,-3.929179
Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-6.997,-4.4494486
Nc1ncnc2c1ncn2C(c1ccccc1)c1ccccc1,-6.995,-4.3010173
OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,-6.988,-6.269142
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,-6.98,-3.9637454
CCC[C@@H](C)C[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-6.971,-5.2149057
CC(C)(C)N(Cc1ccccc1)CC(O)c1ccc(O)c(CO)c1,-6.962,-5.269984
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,-6.961,-4.1395783
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C)O1,-6.957,-3.9213352
NNc1nnc(NN)c2ccccc12,-6.953,-3.7725844
O=C1c2ccccc2C(=O)c2c1ccc(C1OC(CO)C(O)C(O)C1O)c2O,-6.944,-4.4526052
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,-6.941,-3.4591098
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-6.936,-4.384442
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,-6.927,-4.1225643
O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,-6.927,-3.7886298
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,-6.926,-3.892556
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,-6.915,-4.8439903
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-6.901,-4.1530833
Oc1ccc(OP2(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=N2)cc1,-6.894,-4.05855
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,-6.881,-4.209014
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-6.867,-4.269105
O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,-6.858,-3.4591098
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-6.851,-3.5226133
O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1,-6.829,-3.0686104
O=NN1CCSC1C(O)C(O)C(O)C(O)CO,-6.812,-6.218777
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,-6.808,-3.837252
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,-6.787,-4.2902803
OC1C=CC2=C(c3cccc4cccc2c34)C1O,-6.772,-3.8138433
COc1cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2cc1OC,-6.768,-3.813348
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-6.764,-3.4400766
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,-6.76,-3.8044882
Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.753,-4.3656926
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.746,-4.073691
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,-6.726,-4.173339
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,-6.721,-3.8591518
[O-][n+]1cccc2cccc(O)c21,-6.713,-4.08548
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,-6.705,-4.20682
CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,-6.681,-3.4092908
O=C1NC(=O)C(Cl)C1=C(Cl)Cl,-6.676,-3.2242754
[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(CCO)CC3)c21,-6.674,-4.03774
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,-6.671,-4.2989326
Oc1ccc(O)c(O)c1,-6.668,-4.257987
NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1,-6.651,-3.9458227
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,-6.643,-5.6630826
CCN1CCNC(=O)C1=O,-6.63,-3.0109076
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-6.627,-4.2887626
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,-6.609,-6.456088
O=C1c2c3c(O)ccc4c3c(c3c(O)ccc(c23)C2OC12)C(O)C1OC41,-6.601,-4.2078485
O=C1NC(=O)c2ccccc21,-6.593,-3.5542285
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,-6.591,-3.4645493
O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,-6.577,-4.3045535
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,-6.57,-4.078254
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,-6.536,-3.4676545
COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,-6.534,-4.3559403
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,-6.529,-2.0393069
O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,-6.529,-4.3045535
CCNc1nc(Cl)nc(NCC)n1,-6.523,-2.954807
CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,-6.52,-2.749848
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(O)C1)C(=O)c1c(O)cccc1C3=O,-6.513,-3.9212809
CC(=O)c1cc(N)ccc1OCC(O)CNC(C)(C)C,-6.511,-5.669075
OCc1cc2ccc3cccnc3c2[nH]1,-6.508,-4.299446
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,-6.493,-3.2579741
OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,-6.485,-4.5546317
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,-6.469,-4.025624
OCC(O)C(O)C(O)C(O)CO,-6.458,-4.984241
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,-6.446,-3.8912442
Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O,-6.444,-3.7704005
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,-6.441,-3.8212993
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,-6.439,-4.5109324
Nc1ncnc2c1ncn2C1CCC(CO)O1,-6.439,-4.5109324
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,-6.438,-5.7781277
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,-6.428,-3.919972
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,-6.428,-4.6807446
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,-6.424,-3.527933
O=C1NC(=O)C2CC=CCC12,-6.424,-3.527933
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,-6.423,-4.9863076
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,-6.422,-3.6434376
[O-][NH+](O)c1ccc(Nc2ccccc2O)c([NH+]([O-])O)c1,-6.422,-4.645204
Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,-6.42,-3.6511657
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-6.414,-4.6092806
CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,-6.388,-3.6832745
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-6.386,-4.9990444
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-6.382,-3.4360573
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-6.382,-6.218777
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,-6.38,-4.301648
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,-6.374,-3.5490055
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,-6.367,-3.9953527
Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,-6.367,-3.7704005
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,-6.356,-4.8570538
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,-6.349,-4.296283
O=C1CC(=C(Cl)Cl)C(=O)N1,-6.344,-3.2383409
C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,-6.333,-4.8468738
CC1CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(=O)C1=O,-6.333,-3.6274333
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,-6.329,-5.241527
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,-6.319,-6.1338634
O=C1c2ccccc2C(=O)c2c1ccc([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,-6.314,-4.4526052
O=C1CN(N=Cc2ccc([NH+]([O-])O)o2)C(=O)N1,-6.295,-4.3584895
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12,-6.291,-3.3282404
CCC1(c2ccccc2)C(=O)NCNC1=O,-6.277,-3.4621494
[O-][NH+](O)c1cccnc1O,-6.277,-4.1430006
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,-6.275,-3.887015
O=[N+]([O-])c1ccc(C=NN2CCN=C2O)o1,-6.274,-3.0210986
COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,-6.272,-3.090004
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,-6.262,-4.217902
O=NN(CCc1c[nH]c2ccccc12)C1OCC(O)C(O)C1O,-6.261,-4.031405
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-6.255,-3.4840283
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-6.234,-4.450532
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,-6.23,-4.7996054
OC(CBr)C(O)C(O)C(O)CBr,-6.227,-4.9658327
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-6.221,-3.5527778
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOC[C@H]2C#N)[C@H](O)[C@H](C)O1,-6.22,-4.2189736
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,-6.219,-4.301843
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-6.214,-3.201032
O=C1NC(=O)c2cc([NH+]([O-])O)ccc21,-6.214,-4.6047707
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,-6.202,-3.6135144
Nc1ccc2c(=O)[nH]sc2c1,-6.199,-3.394349
O=[N+]([O-])c1ccc2c(O)nsc2c1,-6.186,-3.4193976
NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,-6.18,-3.6239247
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@H]1O,-6.178,-4.3486485
CN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.176,-4.0763245
CCC12OC1(C(=O)OC)C(=O)NC2(C)O,-6.166,-2.9661427
CCCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-6.16,-3.930412
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-6.149,-4.5546317
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,-6.141,-4.1138983
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,-6.137,-3.530397
COC(=O)[C@]12O[C@@]1(C)[C@](O)(C(C)C)NC2=O,-6.134,-3.3904681
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,-6.128,-4.4686227
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-6.128,-4.2588186
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,-6.124,-4.5546317
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.103,-4.073691
Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.094,-3.8738856
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,-6.092,-4.301843
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-6.085,-4.301648
O=NN1CCCNC1=O,-6.085,-3.0795803
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.084,-3.8586118
OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,-6.083,-3.575551
CCC1(O)CC(OC2CC(N)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,-6.076,-3.8821871
Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,-6.072,-3.194708
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,-6.072,-3.9953527
Oc1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4,-6.067,-3.8824885
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,-6.061,-4.31229
CC(C)(c1ccc(OP(O)O)cc1)c1ccc(OP(O)O)cc1,-6.056,-4.095133
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,-6.05,-3.3909767
CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,-6.045,-5.930039
CN(C)CCCNc1c2ccccc2nc2ccccc12,-6.042,-3.504864
O=NN1CCC(=O)NC1=O,-6.04,-3.0795803
O=C1C=CC(=O)N1,-6.035,-3.545262
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(OC1CC(N(C)C)C(O)C(C)O1)CC(O)(C(=O)CO)C3,-6.033,-4.1106725
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C,-6.025,-4.294776
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,-6.023,-4.0471087
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,-6.019,-4.0330596
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C=C4,-6.019,-3.6136975
CCCN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.012,-4.0328045
[O-][n+]1onc2c([NH+]([O-])O)ccc(N(CCO)CCO)c21,-6.005,-3.7168164
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,-5.992,-3.0096624
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,-5.991,-4.6823664
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-5.984,-4.106869
O=C1C=CC(=O)c2c(O)cccc21,-5.984,-3.921466
CCc1cccc(CC)c1NC(=O)CO,-5.976,-3.8527093
CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC,-5.974,-3.0683916
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-5.97,-4.3380585
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O,-5.97,-4.028562
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,-5.966,-2.9661427
C[C@H]1CN(N=O)C(=O)NC1=O,-5.961,-3.0341408
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-5.957,-3.321239
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,-5.955,-3.2132578
O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21,-5.952,-3.9685376
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,-5.949,-3.6484158
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-5.947,-4.301843
O=C1NCNC(=O)N1,-5.943,-2.9931126
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,-5.942,-4.6392994
CCOC(=O)N1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-5.941,-3.7222183
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-5.936,-4.3638687
[O-][n+]1cccc2c3c(ccc21)C(O)C(O)C1OC31,-5.936,-4.5734553
COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(=O)C2=O,-5.935,-3.6498945
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,-5.931,-3.6136975
CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,-5.926,-3.7404215
NCCc1cc(O)c(O)cc1O,-5.922,-5.1596746
Cc1ccc(O)c(O)c1,-5.922,-4.257987
Cc1c2cc(CO)ccc2nc2c3c(ccc12)C(O)C(O)C=C3,-5.909,-3.708539
O=[N+]([O-])c1ccc2cc3c(cc2c1)C(O)C(O)C=C3,-5.906,-3.1859796
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](C)[C@]2(O)[C@@H](C=C(CO)C[C@@]3(O)C(=O)C(C)=C[C@@H]23)[C@H]2C(C)(C)[C@@]12OC(C)=O,-5.904,-5.7300925
O[C@H]([C@H](O)[C@@H](O)CBr)[C@H](O)CBr,-5.895,-4.9658327
CCCCN(CC(O)c1ccc(O)cc1)N=O,-5.89,-5.0610933
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,-5.88,-4.872875
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,-5.878,-3.5518582
O=[N+]([O-])c1ccc(CNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1,-5.878,-3.9078898
c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2NC12,-5.876,-3.5310922
O=NN(CC1(O)CCC(O)C(O)C1O)C(C(=O)O)C(=O)O,-5.876,-3.9625764
CCNc1snc2ccccc12,-5.874,-3.306078
COc1ccc(Cc2cnc(N)nc2N)cc1OC,-5.869,-3.5364149
