Smiles,docking score,gcnscore,SVMscore,XGBscore,gatscore,LGBMscore,RFscore,DNNscore,Ridgescore,mean,std
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,-3.784,-6.148537635803223,-3.711310880849181,-3.4912574,-4.269998073577881,-3.5628455244227024,-3.509191489361703,-3.2111737728118896,-3.455615112473339,-3.91999123616249,0.9509890270166513
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,-3.925,-5.48333740234375,-3.551371028805635,-2.6734078,-3.7394473552703857,-3.5628455244227024,-4.378666666666667,-2.4891915321350098,-3.284888239199605,-3.6453944436054697,0.9525717881252959
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,-2.506,-6.111589431762695,-3.7635590079668986,-2.8517494,-4.364383697509766,-3.5628455244227024,-4.378666666666667,-3.3259811401367188,-3.503558030902864,-3.982791612421039,0.9999177604559253
C(=C/c1cccc(/C=C/c2ccccc2)c1)\c1ccccc1,-2.589,-4.696784019470215,-3.511569940791065,-3.7973764,-5.614272117614746,-3.611161491442817,-3.509191489361703,-2.883497953414917,-3.5592831683006594,-3.897892072549516,0.8552769793924858
C(=C/c1ccccc1)\c1ccccc1,-3.21,-4.203873157501221,-3.414181776112485,-3.6504893,-4.655001163482666,-3.611161491442817,-3.509191489361703,-2.470491647720337,-3.418119501730633,-3.616563690918983,0.6358136944335192
C(=N/N1Cc2[nH]c3ccccc3c2N=N1)\c1ccc(Oc2ccccc2)cc1,-3.136,-5.919880390167236,-3.9639186847711367,-4.0433064,-5.722214698791504,-3.611161491442817,-3.509191489361703,-3.9663474559783936,-4.067693571356804,-4.350464272733699,0.9312313759091738
C(=N/NC1=NCCN1)\c1c2ccccc2c(/C=N/NC2=NCCN2)c2ccccc12,-3.583,-5.058870792388916,-3.5921474163318297,-3.9911141,-5.539247512817383,-3.611161491442817,-3.509191489361703,-3.5020711421966557,-3.771240071155214,-4.071880501961815,0.7844862859353569
C(=N/c1snc2ccccc12)\c1ccccc1,-3.328,-4.670982360839844,-3.7190618152174553,-3.7959263,-4.80775785446167,-3.611161491442817,-3.509191489361703,-2.983412027359009,-3.72834251229493,-3.853229481372179,0.6035924611611005
C(=NC1CCCCC1)=NC1CCCCC1,-2.846,-4.059848308563232,-3.2203495854945654,-2.9856207,-3.682156801223755,-3.377355470494136,-3.509191489361703,-1.3423843383789062,-3.2643176062529835,-3.1801530374711606,0.8103758131714207
C(CC1CO1)C1CO1,-2.046,-5.019756317138672,-3.2073524317138933,-2.9263103,-3.1887423992156982,-3.377355470494136,-3.509191489361703,-1.3473269939422607,-3.462065829038833,-3.25476265386315,0.9993382394327167
C(CCC1CO1)CC1CO1,-2.36,-4.728044033050537,-3.247944832502202,-2.9917588,-3.33699107170105,-3.377355470494136,-3.509191489361703,-1.518810749053955,-3.514947464888369,-3.2781304888814944,0.8785667534447719
C(CCOCC1CO1)COCC1CO1,-1.334,-5.760116100311279,-3.285771903239982,-2.5950367,-3.8987226486206055,-3.377355470494136,-3.509191489361703,-1.5216493606567385,-3.5189859199872666,-3.433353699083964,1.1967683171914827
C(CCOC[C@H]1CO1)COC[C@H]1CO1,-1.589,-5.200955867767334,-3.285771903239982,-2.5950367,-4.042684555053711,-3.377355470494136,-3.509191489361703,-1.5216493606567385,-3.5189859199872666,-3.381453908320109,1.060292555099482
C(CC[C@H]1CO1)C[C@H]1CO1,-2.011,-4.452549934387207,-3.247944832502202,-2.9917588,-3.4069645404815674,-3.377355470494136,-3.509191489361703,-1.518810749053955,-3.514947464888369,-3.252440410146143,0.8183626801385557
C(COCC1CO1)OCC1CO1,-2.393,-6.089786052703857,-3.280440531191792,-2.9263103,-3.7688686847686768,-3.377355470494136,-3.509191489361703,-1.41769540309906,-3.5355128035616703,-3.488145091897612,1.2821780491177148
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-6.386,-5.705697059631348,-4.34316440610012,-4.9990444,-5.543693542480469,-3.909702218353505,-3.509191489361703,-5.026366710662842,-4.5795871614665415,-4.702055873507066,0.7656538498834223
C/C(=C(\CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,-4.035,-6.629511833190918,-4.06084799207974,-3.4654586,-6.244438648223877,-3.796651545371384,-3.509191489361703,-4.695589542388916,-3.6170131598111626,-4.502337851303463,1.261251934588477
C/C(C(=O)O)=C(/Cl)C(=O)O,-1.402,-3.3492767810821533,-3.064747264107985,-3.1215787,-2.7160139083862305,-3.5628455244227024,-3.509191489361703,-1.6728782653808594,-2.69754562370919,-2.9617596945563527,0.6139705898365843
C/C(C=O)=C(/Cl)C(=O)O,-1.744,-2.746574640274048,-3.143559517025203,-3.1215787,-2.7055790424346924,-3.5628455244227024,-3.509191489361703,-1.8443913459777832,-2.739014610358172,-2.921591858731788,0.5499002412840255
C/C(C=O)=C/c1ccccc1,-3.028,-4.099202156066895,-3.658990083532502,-3.828796,-3.5495331287384038,-3.796651545371384,-3.509191489361703,-3.07234263420105,-3.308714115194653,-3.602927644058324,0.32020001489250105
C/C(Cl)=C\C=O,-2.458,-2.320559501647949,-3.151233691220896,-3.2333255,-2.5861427783966064,-3.5628455244227024,-3.509191489361703,-2.096891164779663,-2.88017829686109,-2.917545993336326,0.5427277888148198
C/C=C(/C)C#N,-1.347,-2.688157320022583,-3.2173994779628226,-3.5186584,-2.7600696086883545,-3.857315500980324,-3.509191489361703,-1.7599375247955322,-2.994454065972828,-3.038147923473019,0.6537245976459044
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,-7.076,-7.070261001586914,-3.945501832320118,-4.158754,-5.087883472442627,-3.5628455244227024,-3.509191489361703,-3.558511018753052,-3.864096420933492,-4.344630594977576,1.2149887305366127
C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,-3.974,-5.144806861877441,-3.8221668513104,-4.257987,-4.657918930053711,-3.909702218353505,-3.509191489361703,-2.503474473953247,-3.542554627402932,-3.9184753065391176,0.800566173567242
C/C=C(\C)C(=O)OC1CCN2CC=C(CO)C12,-4.976,-5.528324127197266,-3.7791437867539415,-3.8948953,-3.619749784469605,-3.5628455244227024,-3.509191489361703,-3.1673290729522705,-3.7512450972837703,-3.8515905228051577,0.7122603105319846
C/C=C(\C)CCl,-1.767,-3.636440515518189,-3.24951983587009,-3.3015409,-2.489653825759888,-3.857315500980324,-3.509191489361703,-2.1020028591156006,-3.2028211500959705,-3.168560759587721,0.5895756461654735
C/C=C(\C=C(C)\C=C(C)\C=C\C=C(/C)C(=O)[C@@]12O[C@@H]1[C@](O)(CCO)NC2=O)C(=O)OC,-5.466,-5.169301986694336,-3.8230790818620415,-3.0683916,-5.428681373596191,-3.5628455244227024,-3.509191489361703,-3.560871362686157,-3.52905034309393,-3.9564265952146327,0.8568237243128957
C/C=C(\Cl)C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,-3.385,-3.2936341762542725,-3.6843890185687393,-3.7684631,-3.566403150558472,-3.5628455244227024,-4.378666666666667,-3.097474813461304,-3.54441748844358,-3.612036742296967,0.37657369511676947
C/C=C(\Cl)C=O,-2.351,-2.660640239715576,-3.2343185364410827,-4.1254163,-2.690269708633423,-3.5628455244227024,-3.509191489361703,-1.7664000988006592,-3.025168878668102,-3.0717813470054063,0.7161222637816328
C/C=C/C,-1.837,-3.6490590572357178,-3.058221211197057,-2.9671674,-3.4339544773101807,-3.368641019063673,-3.509191489361703,-0.8590967655181885,-2.9285187919796147,-2.971731276458267,0.8937415148574064
C/C=C/C(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,-2.273,-5.074885845184326,-3.742604648493608,-3.4279299,-4.270358085632324,-3.5628455244227024,-4.378666666666667,-2.893893003463745,-3.5281158226033438,-3.8599124370583393,0.6809272337076763
C/C=C/C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,-4.375,-3.1479246616363525,-3.747335249945802,-3.8102212,-3.591801881790161,-3.5628455244227024,-4.378666666666667,-2.736309289932251,-3.569946770916574,-3.568131405663814,0.4805922184635448
C/C=C/C1OC(=O)C=CC1O,-4.616,-4.079813957214356,-3.495994984141212,-3.244326,-3.721755743026733,-3.5628455244227024,-3.509191489361703,-2.0961759090423584,-3.419737512796061,-3.391230140000641,0.5778403385564909
C/C=C/C=C/CCCCCCCO,-0.176,-3.389878273010254,-3.350494328076148,-3.4062319,-4.0052490234375,-3.857315500980324,-3.509191489361703,-2.2332568168640137,-3.298352673997292,-3.3812462507159045,0.5289864886237732
C/C=C/CC,-1.063,-3.47766375541687,-3.202159748697265,-2.9236476,-3.236241340637207,-3.368641019063673,-3.509191489361703,-1.349994421005249,-3.126455455546131,-3.0242493537160127,0.7030188175417736
C/C=C/CC#N,-1.267,-3.0745763778686523,-3.231629391195293,-2.9671674,-3.0752885341644287,-3.368641019063673,-3.509191489361703,-1.4474215507507324,-3.1212285003240847,-2.9743930328410713,0.6415475468409015
C/C=C/Cl,-1.82,-3.2414755821228027,-3.0290017687908577,-3.00952,-2.8433034420013428,-3.368641019063673,-3.509191489361703,-1.293466091156006,-2.909599280429794,-2.9005248341157728,0.6887085199258806
C/C=C/c1cc(OC)c(OC)cc1OC,-3.449,-4.121031761169434,-3.4271967252567994,-3.626899,-3.851785898208618,-3.368641019063673,-3.509191489361703,-1.907932996749878,-3.411982973604202,-3.4030827329267885,0.6563380870341099
C/C=C/c1cc(OC)ccc1OC,-4.116,-4.422901153564453,-3.430953701362383,-2.9973142,-3.6015350818634038,-3.421027736436854,-3.509191489361703,-2.212848901748657,-3.2780499938659813,-3.3592277822754295,0.6179831985179756
C/C=C/c1cc2c(c(=O)o1)C(=O)C(O)C(C)O2,-5.234,-3.1944594383239746,-3.670637794685665,-3.7504098,-4.358349800109863,-3.5628455244227024,-3.509191489361703,-2.8963139057159424,-3.5752830689910136,-3.564686352701358,0.42470252271577963
C/C=C/c1ccc(OC)cc1,-3.057,-4.379262924194336,-3.5396589400948564,-3.4397914,-3.450965166091919,-3.421027736436854,-3.509191489361703,-2.7081456184387207,-3.294372356347938,-3.4678019538707914,0.4548232136566807
C/C=C/c1ccc(OC)cc1OC,-3.032,-4.301647186279297,-3.42474678682425,-3.3827777,-3.613880395889282,-3.421027736436854,-3.509191489361703,-2.327334403991699,-3.2839666656480127,-3.4080715455538875,0.539250862262359
C/C=C/c1ccc2c(c1)OCO2,-3.615,-4.001739978790283,-3.647266412876654,-2.975949,-3.5837018489837646,-3.421027736436854,-3.509191489361703,-3.1638615131378174,-3.5503580720461496,-3.4816370064541537,0.3103487384507466
C/C=C/c1cccc(OC)c1OC,-3.527,-4.440443515777588,-3.448413059128577,-3.5895593,-3.685235261917114,-3.649843788300709,-3.509191489361703,-2.650059938430786,-3.456685925241546,-3.553679034769753,0.4859730358218784
C/C=C1/CC(C)C(C)(OC(C)=O)C(=O)OCC2=CCN(C)CCC(OC1=O)C2=O,-1.617,-6.540449142456055,-3.964552657573713,-3.072412,-4.537625312805176,-3.7916615762865575,-4.378666666666667,-4.080217361450195,-3.753680934683959,-4.26490820649029,1.02100015541712
C/C=C1/CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,-4.237,-5.799138069152832,-4.009959743814091,-4.0729413,-4.548427104949951,-3.7916615762865575,-4.018,-4.184784889221191,-4.13465629955466,-4.319946122872411,0.6347296625698492
