Smiles,docking score,Ridgescore
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c(O)c1C2=O,-7.803,-7.3772533698097735
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,-7.762,-5.402755412698696
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,-7.762,-7.259614480646453
O=C1c2ccccc2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(O)c21,-7.749,-7.474518705452745
CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O,-7.671,-4.437650512730803
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,-7.668,-7.829123475817077
CCN(CC)CCC[C@@H](C)Nc1cc(OC)cc2cccnc12,-7.666,-3.6666541972588442
CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,-7.528,-4.3303986284303475
O=[N+]([O-])c1ccc(CNc2nc[nH]c3ncnc2-3)cc1,-7.527,-3.9451005053902763
OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,-7.506,-6.0475166056287
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,-7.498,-6.587998451692554
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,-7.462,-5.668885590744811
O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.443,-3.3191236195457807
O=C1NC(c2ccc([NH+]([O-])O)s2)Nc2ccccc21,-7.443,-3.5461669850582545
CC[C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,-7.41,-6.715969397097531
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-7.365,-6.918423223933196
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,-7.226,-5.7499120590766335
O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,-7.213,-7.399428567689977
ONc1ncnc2c1ncn2Cc1ccccc1,-7.211,-4.335746412518696
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,-7.179,-5.6303541359729525
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)[C@H](I)[C@H](O)[C@@H]1O,-7.172,-6.6487083224844685
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,-7.126,-5.924296283521116
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-7.113,-6.148218420973186
OC1COC(NCCc2c[nH]c3ccccc23)C(O)C1O,-7.109,-6.0480252370464305
O=c1c(O)c(-c2ccc(OCCO)c(OCCO)c2)oc2cc(OCCO)cc(O)c12,-7.1,-6.02306863831889
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,-7.076,-3.606138655448499
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-7.055,-5.7025447794827056
O=C1N[C@@H](c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.054,-3.3191236195457807
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,-7.003,-5.315050442036535
Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-6.997,-5.420526504793834
Nc1ncnc2c1ncn2C(c1ccccc1)c1ccccc1,-6.995,-4.073586869254939
OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,-6.988,-7.242018095437269
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,-6.98,-6.198617013958334
CCC[C@@H](C)C[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-6.971,-6.227881463108222
CC(C)(C)N(Cc1ccccc1)CC(O)c1ccc(O)c(CO)c1,-6.962,-6.106341089045282
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,-6.961,-6.494797268475837
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C)O1,-6.957,-5.879979152659942
NNc1nnc(NN)c2ccccc12,-6.953,-4.086794428964124
O=C1c2ccccc2C(=O)c2c1ccc(C1OC(CO)C(O)C(O)C1O)c2O,-6.944,-6.702543802430602
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,-6.941,-5.831463411879557
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-6.936,-4.703952788483779
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,-6.927,-3.6666541972588442
O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,-6.927,-4.805146382076874
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,-6.926,-5.111669457622767
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,-6.915,-4.962021056802829
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-6.901,-6.871459450556717
Oc1ccc(OP2(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=N2)cc1,-6.894,-3.6535475778845994
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,-6.881,-4.395887237352633
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-6.867,-5.81743528897657
O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,-6.858,-5.831463411879557
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-6.851,-4.466824958103096
O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1,-6.829,-3.7938843645993385
O=NN1CCSC1C(O)C(O)C(O)C(O)CO,-6.812,-5.584040653766074
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,-6.808,-6.05939889209683
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,-6.787,-5.962150381533338
OC1C=CC2=C(c3cccc4cccc2c34)C1O,-6.772,-4.416790281993421
COc1cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2cc1OC,-6.768,-4.916941080634846
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-6.764,-3.5715201743427354
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,-6.76,-5.90334802066822
Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.753,-3.9912268256144428
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.746,-7.162426277466233
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,-6.726,-5.153519932576895
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,-6.721,-4.950229276647827
[O-][n+]1cccc2cccc(O)c21,-6.713,-4.584963554392585
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,-6.705,-6.914135504347993
CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,-6.681,-3.891856426011806
O=C1NC(=O)C(Cl)C1=C(Cl)Cl,-6.676,-3.8316659343968094
[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(CCO)CC3)c21,-6.674,-4.425786357952134
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,-6.671,-5.711961431153242
Oc1ccc(O)c(O)c1,-6.668,-4.631745912935196
NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1,-6.651,-4.159914948432069
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,-6.643,-5.168509956880181
CCN1CCNC(=O)C1=O,-6.63,-3.7626198667901045
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-6.627,-5.79941036063563
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,-6.609,-5.566076881117308
O=C1c2c3c(O)ccc4c3c(c3c(O)ccc(c23)C2OC12)C(O)C1OC41,-6.601,-5.5848861304616335
O=C1NC(=O)c2ccccc21,-6.593,-3.5678580868629806
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,-6.591,-5.547806972181084
O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,-6.577,-6.828039032043284
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,-6.57,-5.808259429252379
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,-6.536,-4.035584739115897
COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,-6.534,-4.678359156930142
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,-6.529,-5.478649197734832
O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,-6.529,-6.828039032043284
CCNc1nc(Cl)nc(NCC)n1,-6.523,-3.380342504829466
CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,-6.52,-4.61409538380979
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(O)C1)C(=O)c1c(O)cccc1C3=O,-6.513,-5.00949276266598
CC(=O)c1cc(N)ccc1OCC(O)CNC(C)(C)C,-6.511,-4.901187594365619
OCc1cc2ccc3cccnc3c2[nH]1,-6.508,-4.206093157455911
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,-6.493,-5.447386463400132
OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,-6.485,-6.011056057255057
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,-6.469,-4.565127978472377
OCC(O)C(O)C(O)C(O)CO,-6.458,-4.65711495135656
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,-6.446,-6.097389577200946
Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O,-6.444,-5.895227264295118
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,-6.441,-5.4765878084907555
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,-6.439,-4.6737454737314685
Nc1ncnc2c1ncn2C1CCC(CO)O1,-6.439,-4.6737454737314685
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,-6.438,-5.305207169933266
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,-6.428,-5.415025607657315
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,-6.428,-5.440413990521929
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,-6.424,-3.680919477673262
O=C1NC(=O)C2CC=CCC12,-6.424,-3.680919477673262
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,-6.423,-5.846650929854171
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,-6.422,-3.9910471633941773
[O-][NH+](O)c1ccc(Nc2ccccc2O)c([NH+]([O-])O)c1,-6.422,-4.314674036925325
Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,-6.42,-5.122727411421588
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-6.414,-5.42373265256918
CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,-6.388,-5.6876910458479415
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-6.386,-5.072468825621437
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-6.382,-5.292284636952866
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-6.382,-5.584040653766074
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,-6.38,-4.147186363129052
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,-6.374,-5.647616806332284
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,-6.367,-6.475066479369799
Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,-6.367,-5.895227264295118
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,-6.356,-4.6437065111954094
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,-6.349,-5.708241183506296
O=C1CC(=C(Cl)Cl)C(=O)N1,-6.344,-3.6478843298336456
C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,-6.333,-4.5885884310721
CC1CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(=O)C1=O,-6.333,-4.339247003630993
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,-6.329,-4.89618998275934
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,-6.319,-5.012849458967535
O=C1c2ccccc2C(=O)c2c1ccc([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,-6.314,-6.702543802430602
O=C1CN(N=Cc2ccc([NH+]([O-])O)o2)C(=O)N1,-6.295,-4.594748446372034
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12,-6.291,-4.385869721249287
CCC1(c2ccccc2)C(=O)NCNC1=O,-6.277,-4.236949965388564
[O-][NH+](O)c1cccnc1O,-6.277,-3.662460793997462
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,-6.275,-5.596872849245081
O=[N+]([O-])c1ccc(C=NN2CCN=C2O)o1,-6.274,-4.281270959017506
COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,-6.272,-5.005649513254987
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,-6.262,-5.532520881851566
O=NN(CCc1c[nH]c2ccccc12)C1OCC(O)C(O)C1O,-6.261,-6.011451988097473
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-6.255,-5.793011894834397
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-6.234,-5.623723462519971
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,-6.23,-5.853153968629094
OC(CBr)C(O)C(O)C(O)CBr,-6.227,-4.288239241122849
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-6.221,-5.450249973185569
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOC[C@H]2C#N)[C@H](O)[C@H](C)O1,-6.22,-6.366758719258293
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,-6.219,-5.902684970684808
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-6.214,-3.2192312670813976
O=C1NC(=O)c2cc([NH+]([O-])O)ccc21,-6.214,-3.64438085107715
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,-6.202,-5.793474750603066
Nc1ccc2c(=O)[nH]sc2c1,-6.199,-3.7387080872845555
O=[N+]([O-])c1ccc2c(O)nsc2c1,-6.186,-3.6418157714794948
NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,-6.18,-5.373716676397825
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@H]1O,-6.178,-6.869703867852252
CN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.176,-3.6808953476538493
CCC12OC1(C(=O)OC)C(=O)NC2(C)O,-6.166,-3.5969673252750773
CCCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-6.16,-4.179234251358126
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-6.149,-6.120262206017486
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,-6.141,-4.99960662223431
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,-6.137,-3.8060806423205724
COC(=O)[C@]12O[C@@]1(C)[C@](O)(C(C)C)NC2=O,-6.134,-3.624728204858666
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,-6.128,-5.308777466728146
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-6.128,-5.707834850152244
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,-6.124,-6.011056057255057
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.103,-7.162426277466233
Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.094,-3.872665159413242
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,-6.092,-5.778329825014071
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-6.085,-4.147186363129052
O=NN1CCCNC1=O,-6.085,-4.40313922333754
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.084,-5.1742974601142535
OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,-6.083,-4.743785168935933
CCC1(O)CC(OC2CC(N)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,-6.076,-6.715969397097531
Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,-6.072,-3.501152933972495
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,-6.072,-6.109785736909991
Oc1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4,-6.067,-5.682171326902477
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,-6.061,-5.273847156297201
CC(C)(c1ccc(OP(O)O)cc1)c1ccc(OP(O)O)cc1,-6.056,-3.24620809893415
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,-6.05,-5.484089913609971
CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,-6.045,-4.868332310529567
CN(C)CCCNc1c2ccccc2nc2ccccc12,-6.042,-4.381403376920636
O=NN1CCC(=O)NC1=O,-6.04,-4.3311561270845935
O=C1C=CC(=O)N1,-6.035,-3.6933320959799856
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(OC1CC(N(C)C)C(O)C(C)O1)CC(O)(C(=O)CO)C3,-6.033,-6.581943038022933
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C,-6.025,-4.3724282651339355
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,-6.023,-4.218770902476479
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,-6.019,-4.073353988019772
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C=C4,-6.019,-5.107214686004667
CCCN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.012,-4.079422795758048
[O-][n+]1onc2c([NH+]([O-])O)ccc(N(CCO)CCO)c21,-6.005,-3.899979542121229
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,-5.992,-3.779396398849535
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,-5.991,-5.136650649082949
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-5.984,-5.55899805813571
O=C1C=CC(=O)c2c(O)cccc21,-5.984,-4.370006365410306
CCc1cccc(CC)c1NC(=O)CO,-5.976,-3.806574267507658
CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC,-5.974,-5.051334493653957
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-5.97,-5.023202126722081
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O,-5.97,-4.8596784452531825
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,-5.966,-3.5969673252750773
C[C@H]1CN(N=O)C(=O)NC1=O,-5.961,-4.269222755907309
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-5.957,-4.51309632111416
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,-5.955,-4.251351610601459
O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21,-5.952,-4.3487564466090785
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,-5.949,-4.9864930092470825
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-5.947,-5.476589002886865
O=C1NCNC(=O)N1,-5.943,-3.734597335718996
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,-5.942,-5.5501992558182085
CCOC(=O)N1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-5.941,-3.739389526309824
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-5.936,-5.253123547007718
[O-][n+]1cccc2c3c(ccc21)C(O)C(O)C1OC31,-5.936,-4.841695922691423
COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(=O)C2=O,-5.935,-4.962116763556719
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,-5.931,-5.107214686004667
CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,-5.926,-4.573076911134962
NCCc1cc(O)c(O)cc1O,-5.922,-5.172580750262664
Cc1ccc(O)c(O)c1,-5.922,-4.364324079459819
Cc1c2cc(CO)ccc2nc2c3c(ccc12)C(O)C(O)C=C3,-5.909,-5.044200975914183
