Smiles,docking score,XGBscore
O=c1c(O)c(-c2ccc(OCCO)c(OCCO)c2)oc2cc(OCCO)cc(O)c12,-7.1,-6.399876
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,-7.076,-4.428627
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-7.055,-6.8781457
O=C1N[C@@H](c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.054,-2.769098
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,-7.003,-6.1991115
Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-6.997,-5.6490464
Nc1ncnc2c1ncn2C(c1ccccc1)c1ccccc1,-6.995,-4.2378926
OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,-6.988,-6.9503417
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,-6.98,-6.8959312
CCC[C@@H](C)C[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-6.971,-7.6365314
CC(C)(C)N(Cc1ccccc1)CC(O)c1ccc(O)c(CO)c1,-6.962,-6.9456525
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,-6.961,-6.6865616
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C)O1,-6.957,-6.642661
NNc1nnc(NN)c2ccccc12,-6.953,-4.357951
O=C1c2ccccc2C(=O)c2c1ccc(C1OC(CO)C(O)C(O)C1O)c2O,-6.944,-6.5749874
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,-6.941,-6.7501564
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-6.936,-6.3253284
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,-6.927,-4.3928723
O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,-6.927,-6.6441727
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,-6.926,-6.869447
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,-6.915,-4.124714
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-6.901,-6.741608
Oc1ccc(OP2(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=N2)cc1,-6.894,-4.1816335
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,-6.881,-5.1083274
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-6.867,-6.7303295
O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,-6.858,-6.7501564
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-6.851,-5.265287
O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1,-6.829,-4.7207856
O=NN1CCSC1C(O)C(O)C(O)C(O)CO,-6.812,-6.3155675
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,-6.808,-6.511418
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,-6.787,-6.637529
OC1C=CC2=C(c3cccc4cccc2c34)C1O,-6.772,-6.3181996
COc1cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2cc1OC,-6.768,-5.1762147
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-6.764,-4.317834
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,-6.76,-6.471429
Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.753,-4.679348
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.746,-7.508102
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,-6.726,-5.832033
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,-6.721,-5.6592674
[O-][n+]1cccc2cccc(O)c21,-6.713,-4.5324287
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,-6.705,-6.8603244
CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,-6.681,-4.14419
O=C1NC(=O)C(Cl)C1=C(Cl)Cl,-6.676,-3.2315536
[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(CCO)CC3)c21,-6.674,-3.6218643
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,-6.671,-4.256002
Oc1ccc(O)c(O)c1,-6.668,-5.570984
NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1,-6.651,-2.9819417
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,-6.643,-5.1368337
CCN1CCNC(=O)C1=O,-6.63,-4.982496
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-6.627,-6.1250687
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,-6.609,-6.4311056
O=C1c2c3c(O)ccc4c3c(c3c(O)ccc(c23)C2OC12)C(O)C1OC41,-6.601,-5.2361627
O=C1NC(=O)c2ccccc21,-6.593,-3.5397673
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,-6.591,-5.6265955
O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,-6.577,-6.6468196
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,-6.57,-6.532281
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,-6.536,-4.6427555
COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,-6.534,-3.2975824
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,-6.529,-6.6647124
O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,-6.529,-6.6468196
CCNc1nc(Cl)nc(NCC)n1,-6.523,-3.9229498
CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,-6.52,-6.416358
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(O)C1)C(=O)c1c(O)cccc1C3=O,-6.513,-5.2789063
CC(=O)c1cc(N)ccc1OCC(O)CNC(C)(C)C,-6.511,-5.1042924
OCc1cc2ccc3cccnc3c2[nH]1,-6.508,-4.6601615
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,-6.493,-6.537356
OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,-6.485,-6.263373
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,-6.469,-4.8602695
OCC(O)C(O)C(O)C(O)CO,-6.458,-5.616788
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,-6.446,-5.7411566
Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O,-6.444,-6.3684964
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,-6.441,-5.698296
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,-6.439,-4.420555
Nc1ncnc2c1ncn2C1CCC(CO)O1,-6.439,-4.420555
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,-6.438,-6.3152084
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,-6.428,-6.0904603
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,-6.428,-6.2746058
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,-6.424,-3.373387
O=C1NC(=O)C2CC=CCC12,-6.424,-3.373387
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,-6.423,-6.2047443
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,-6.422,-4.099175
[O-][NH+](O)c1ccc(Nc2ccccc2O)c([NH+]([O-])O)c1,-6.422,-5.263944
Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,-6.42,-5.650732
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-6.414,-5.844965
CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,-6.388,-5.7185264
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-6.386,-6.3554397
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-6.382,-6.164011
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-6.382,-6.3155675
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,-6.38,-4.23125
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,-6.374,-6.4616323
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,-6.367,-6.2221665
Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,-6.367,-6.3684964
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,-6.356,-5.5908155
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,-6.349,-5.56263
O=C1CC(=C(Cl)Cl)C(=O)N1,-6.344,-3.2938402
C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,-6.333,-4.101303
CC1CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(=O)C1=O,-6.333,-3.9492977
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,-6.329,-6.0684333
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,-6.319,-5.62145
O=C1c2ccccc2C(=O)c2c1ccc([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,-6.314,-6.5749874
O=C1CN(N=Cc2ccc([NH+]([O-])O)o2)C(=O)N1,-6.295,-5.7898335
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12,-6.291,-4.38943
CCC1(c2ccccc2)C(=O)NCNC1=O,-6.277,-4.375023
[O-][NH+](O)c1cccnc1O,-6.277,-4.1274185
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,-6.275,-6.408781
O=[N+]([O-])c1ccc(C=NN2CCN=C2O)o1,-6.274,-4.68663
COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,-6.272,-5.404264
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,-6.262,-5.388853
O=NN(CCc1c[nH]c2ccccc12)C1OCC(O)C(O)C1O,-6.261,-6.312271
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-6.255,-6.276174
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-6.234,-5.8914986
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,-6.23,-5.937413
OC(CBr)C(O)C(O)C(O)CBr,-6.227,-5.7292604
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-6.221,-6.2208905
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOC[C@H]2C#N)[C@H](O)[C@H](C)O1,-6.22,-6.124917
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,-6.219,-6.0293407
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-6.214,-3.2191186
O=C1NC(=O)c2cc([NH+]([O-])O)ccc21,-6.214,-3.4074757
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,-6.202,-6.0444455
Nc1ccc2c(=O)[nH]sc2c1,-6.199,-3.7254295
O=[N+]([O-])c1ccc2c(O)nsc2c1,-6.186,-3.7366683
NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,-6.18,-5.8520803
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@H]1O,-6.178,-6.34583
CN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.176,-3.391667
CCC12OC1(C(=O)OC)C(=O)NC2(C)O,-6.166,-4.6006646
CCCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-6.16,-4.8008556
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-6.149,-6.1811438
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,-6.141,-5.44422
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,-6.137,-3.3545096
COC(=O)[C@]12O[C@@]1(C)[C@](O)(C(C)C)NC2=O,-6.134,-4.1026525
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,-6.128,-5.0330443
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-6.128,-5.763936
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,-6.124,-6.263373
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.103,-7.508102
Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.094,-4.643928
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,-6.092,-5.8931684
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-6.085,-4.23125
O=NN1CCCNC1=O,-6.085,-6.0173984
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.084,-5.8936253
OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,-6.083,-5.666043
CCC1(O)CC(OC2CC(N)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,-6.076,-6.5871434
Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,-6.072,-3.1638877
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,-6.072,-6.084787
Oc1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4,-6.067,-6.00222
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,-6.061,-5.7568326
CC(C)(c1ccc(OP(O)O)cc1)c1ccc(OP(O)O)cc1,-6.056,-3.5824656
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,-6.05,-5.6075773
CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,-6.045,-4.9762053
CN(C)CCCNc1c2ccccc2nc2ccccc12,-6.042,-4.6938205
O=NN1CCC(=O)NC1=O,-6.04,-5.8353844
O=C1C=CC(=O)N1,-6.035,-3.5073876
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(OC1CC(N(C)C)C(O)C(C)O1)CC(O)(C(=O)CO)C3,-6.033,-6.350235
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C,-6.025,-4.4937153
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,-6.023,-4.382489
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,-6.019,-4.656198
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C=C4,-6.019,-5.764981
CCCN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.012,-3.5957296
[O-][n+]1onc2c([NH+]([O-])O)ccc(N(CCO)CCO)c21,-6.005,-3.0732348
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,-5.992,-4.4307175
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,-5.991,-6.108622
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-5.984,-5.8820252
O=C1C=CC(=O)c2c(O)cccc21,-5.984,-4.5402875
CCc1cccc(CC)c1NC(=O)CO,-5.976,-4.3994384
CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC,-5.974,-5.668896
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-5.97,-5.856119
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O,-5.97,-5.6078696
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,-5.966,-4.6006646
C[C@H]1CN(N=O)C(=O)NC1=O,-5.961,-4.5852976
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-5.957,-4.251805
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,-5.955,-4.311499
O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21,-5.952,-5.195201
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,-5.949,-4.192973
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-5.947,-5.736866
O=C1NCNC(=O)N1,-5.943,-4.2918983
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,-5.942,-6.087419
CCOC(=O)N1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-5.941,-3.620127
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-5.936,-4.594147
[O-][n+]1cccc2c3c(ccc21)C(O)C(O)C1OC31,-5.936,-5.597136
COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(=O)C2=O,-5.935,-5.6548395
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,-5.931,-5.764981
CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,-5.926,-4.207951
NCCc1cc(O)c(O)cc1O,-5.922,-5.782536
Cc1ccc(O)c(O)c1,-5.922,-4.6371617
Cc1c2cc(CO)ccc2nc2c3c(ccc12)C(O)C(O)C=C3,-5.909,-4.7424364
O=[N+]([O-])c1ccc2cc3c(cc2c1)C(O)C(O)C=C3,-5.906,-4.660623
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](C)[C@]2(O)[C@@H](C=C(CO)C[C@@]3(O)C(=O)C(C)=C[C@@H]23)[C@H]2C(C)(C)[C@@]12OC(C)=O,-5.904,-3.7620735
O[C@H]([C@H](O)[C@@H](O)CBr)[C@H](O)CBr,-5.895,-5.7292604
CCCCN(CC(O)c1ccc(O)cc1)N=O,-5.89,-4.3330083
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,-5.88,-5.5991597
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,-5.878,-4.39426
O=[N+]([O-])c1ccc(CNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1,-5.878,-5.9461217
c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2NC12,-5.876,-3.415229
O=NN(CC1(O)CCC(O)C(O)C1O)C(C(=O)O)C(=O)O,-5.876,-6.296115
CCNc1snc2ccccc12,-5.874,-4.632155
COc1ccc(Cc2cnc(N)nc2N)cc1OC,-5.869,-4.079186
OC1C=Cc2c(ccc3ncccc23)C1O,-5.865,-5.249323
