Smiles,docking score,LGBMscore
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,-7.869,-7.011476735084121
CC(=O)C1(O)C=C(OC2CC(N)C(O)C(C)O2)c2c(c(O)c3c(O)c4ccccc4c(O)c3c2O)C1,-7.855,-7.162836560614194
CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,-7.808,-6.11499017069113
Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c(O)c1C2=O,-7.803,-7.34555054513297
COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,-7.762,-5.833005689760794
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,-7.762,-6.659312420749606
O=C1c2ccccc2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc(O)c21,-7.749,-7.722643167068094
CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O,-7.671,-4.732333137339871
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,-7.668,-7.7922348567810795
CCN(CC)CCC[C@@H](C)Nc1cc(OC)cc2cccnc12,-7.666,-4.332811163991058
CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,-7.528,-5.116338986364381
O=[N+]([O-])c1ccc(CNc2nc[nH]c3ncnc2-3)cc1,-7.527,-4.438495550347433
OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,-7.506,-6.821306882002186
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,-7.498,-6.889107460848127
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,-7.462,-6.02791211197039
O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.443,-3.373288842859103
O=C1NC(c2ccc([NH+]([O-])O)s2)Nc2ccccc21,-7.443,-3.9114553686089084
CC[C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,-7.41,-6.611596294915989
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-7.365,-7.328911209872548
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,-7.226,-5.973731769819907
O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,-7.213,-7.198107540494947
ONc1ncnc2c1ncn2Cc1ccccc1,-7.211,-4.636914765625625
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,-7.179,-6.273359296709175
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)[C@H](I)[C@H](O)[C@@H]1O,-7.172,-6.838512966954999
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,-7.126,-6.233001596890373
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-7.113,-5.815217585340199
OC1COC(NCCc2c[nH]c3ccccc23)C(O)C1O,-7.109,-6.436934988720353
O=c1c(O)c(-c2ccc(OCCO)c(OCCO)c2)oc2cc(OCCO)cc(O)c12,-7.1,-5.670852524555459
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,-7.076,-3.536373493350942
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-7.055,-5.961969564411171
O=C1N[C@@H](c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.054,-3.373288842859103
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,-7.003,-5.599217081581053
Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-6.997,-5.42275615393871
Nc1ncnc2c1ncn2C(c1ccccc1)c1ccccc1,-6.995,-4.558096114541872
OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,-6.988,-6.583716445596849
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,-6.98,-6.4312254491492675
CCC[C@@H](C)C[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-6.971,-7.228890411399128
CC(C)(C)N(Cc1ccccc1)CC(O)c1ccc(O)c(CO)c1,-6.962,-6.2627469496890615
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,-6.961,-6.701243648132254
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C)O1,-6.957,-6.189328257462495
NNc1nnc(NN)c2ccccc12,-6.953,-4.884434632886693
O=C1c2ccccc2C(=O)c2c1ccc(C1OC(CO)C(O)C(O)C1O)c2O,-6.944,-6.852256886528127
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,-6.941,-6.703115244709621
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-6.936,-5.801846221450691
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,-6.927,-4.332811163991058
O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,-6.927,-5.620767341206271
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,-6.926,-5.335859221887972
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,-6.915,-5.210342215745264
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-6.901,-6.823911620027508
Oc1ccc(OP2(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=N2)cc1,-6.894,-3.9732355863324393
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,-6.881,-5.118020290889985
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-6.867,-6.294773053570594
O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,-6.858,-6.703115244709621
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-6.851,-5.1398069561008155
O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1,-6.829,-4.41373052711211
O=NN1CCSC1C(O)C(O)C(O)C(O)CO,-6.812,-5.89888857203726
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,-6.808,-6.296158495477075
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,-6.787,-5.990659725832406
OC1C=CC2=C(c3cccc4cccc2c34)C1O,-6.772,-4.718387343092453
COc1cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2cc1OC,-6.768,-4.710816799723529
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-6.764,-4.237385735213403
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,-6.76,-5.674729315660411
Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.753,-4.42023900944397
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.746,-7.116711977854986
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,-6.726,-5.6400271941063895
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,-6.721,-5.2675320363665
[O-][n+]1cccc2cccc(O)c21,-6.713,-4.974454436039264
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,-6.705,-6.777697675190587
CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,-6.681,-4.6840154323477705
O=C1NC(=O)C(Cl)C1=C(Cl)Cl,-6.676,-3.540551152941048
[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(CCO)CC3)c21,-6.674,-4.130519304736326
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,-6.671,-6.221049921215192
Oc1ccc(O)c(O)c1,-6.668,-5.508430669523175
NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1,-6.651,-3.9503173927272175
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,-6.643,-4.985624960978375
CCN1CCNC(=O)C1=O,-6.63,-4.484447074746574
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-6.627,-5.527917748885225
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,-6.609,-5.493996294111918
O=C1c2c3c(O)ccc4c3c(c3c(O)ccc(c23)C2OC12)C(O)C1OC41,-6.601,-5.753153614983238
O=C1NC(=O)c2ccccc21,-6.593,-3.5886589556708173
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,-6.591,-5.966172369527597
O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,-6.577,-6.978165730270053
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,-6.57,-5.910293756740515
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,-6.536,-4.604299606929353
COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,-6.534,-5.0514960822761035
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,-6.529,-6.109912763883287
O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,-6.529,-6.978165730270053
CCNc1nc(Cl)nc(NCC)n1,-6.523,-3.809513138187947
CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,-6.52,-5.217021256970203
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(O)C1)C(=O)c1c(O)cccc1C3=O,-6.513,-5.368990531332959
CC(=O)c1cc(N)ccc1OCC(O)CNC(C)(C)C,-6.511,-5.064642160587038
OCc1cc2ccc3cccnc3c2[nH]1,-6.508,-4.191197542632365
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,-6.493,-5.928925830712904
OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,-6.485,-6.1921714477785335
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,-6.469,-4.570137835730876
OCC(O)C(O)C(O)C(O)CO,-6.458,-5.3382937504347865
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,-6.446,-5.210435172028172
Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O,-6.444,-6.193095834308802
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,-6.441,-5.07511106662206
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,-6.439,-5.382270839529345
Nc1ncnc2c1ncn2C1CCC(CO)O1,-6.439,-5.382270839529345
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,-6.438,-5.875067561726795
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,-6.428,-5.990331488192502
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,-6.428,-6.3578524208452825
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,-6.424,-4.009407220513433
O=C1NC(=O)C2CC=CCC12,-6.424,-4.009407220513433
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,-6.423,-6.249056975317586
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,-6.422,-4.559303121293035
[O-][NH+](O)c1ccc(Nc2ccccc2O)c([NH+]([O-])O)c1,-6.422,-4.680742514692496
Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,-6.42,-5.689053859719902
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-6.414,-5.604185682760132
CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,-6.388,-6.330638625653528
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-6.386,-5.292578725317184
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-6.382,-5.450003017569799
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-6.382,-5.89888857203726
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,-6.38,-4.633531153332113
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,-6.374,-6.485993699128073
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,-6.367,-5.726146844113231
Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,-6.367,-6.193095834308802
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,-6.356,-5.030251721531471
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,-6.349,-5.601499796371213
O=C1CC(=C(Cl)Cl)C(=O)N1,-6.344,-3.7395789097925913
C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,-6.333,-3.951028960644251
CC1CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(=O)C1=O,-6.333,-5.611071033671306
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,-6.329,-4.410493873893761
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,-6.319,-5.2584138529480215
O=C1c2ccccc2C(=O)c2c1ccc([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,-6.314,-6.852256886528127
O=C1CN(N=Cc2ccc([NH+]([O-])O)o2)C(=O)N1,-6.295,-5.251619482914414
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12,-6.291,-4.48977943182161
CCC1(c2ccccc2)C(=O)NCNC1=O,-6.277,-4.434566872896266
[O-][NH+](O)c1cccnc1O,-6.277,-4.062571958790526
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,-6.275,-5.912708088247073
O=[N+]([O-])c1ccc(C=NN2CCN=C2O)o1,-6.274,-4.6678752103305206
COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,-6.272,-5.720927982264699
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,-6.262,-6.070592554693423
O=NN(CCc1c[nH]c2ccccc12)C1OCC(O)C(O)C1O,-6.261,-6.198043904166122
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-6.255,-6.521885191317515
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-6.234,-5.835558452558052
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,-6.23,-5.553490063220644
OC(CBr)C(O)C(O)C(O)CBr,-6.227,-4.732607454551282
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-6.221,-5.798206908736755
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOC[C@H]2C#N)[C@H](O)[C@H](C)O1,-6.22,-6.4950500146864405
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,-6.219,-5.706558199965025
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-6.214,-3.2886697422120146
O=C1NC(=O)c2cc([NH+]([O-])O)ccc21,-6.214,-3.0724300163094274
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,-6.202,-6.638366494228021
Nc1ccc2c(=O)[nH]sc2c1,-6.199,-3.763135888066625
O=[N+]([O-])c1ccc2c(O)nsc2c1,-6.186,-3.7032894765730067
NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,-6.18,-5.520851718226928
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@H]1O,-6.178,-7.011083218073063
CN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.176,-3.978812821073642
CCC12OC1(C(=O)OC)C(=O)NC2(C)O,-6.166,-4.343651099470224
CCCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-6.16,-5.173879655723116
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-6.149,-6.251790593313726
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,-6.141,-5.599142773861054
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,-6.137,-3.4932490550851285
COC(=O)[C@]12O[C@@]1(C)[C@](O)(C(C)C)NC2=O,-6.134,-4.025865434497792
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,-6.128,-5.631406388172547
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-6.128,-5.781629816524627
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,-6.124,-6.1921714477785335
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.103,-7.116711977854986
Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.094,-4.404315989593133
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,-6.092,-5.922441928041893
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-6.085,-4.633531153332113
O=NN1CCCNC1=O,-6.085,-4.985771215407639
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.084,-5.534854658928708
OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,-6.083,-4.895448296585343
CCC1(O)CC(OC2CC(N)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,-6.076,-6.611596294915989
Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,-6.072,-3.8714982387518413
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,-6.072,-5.47337177182477
Oc1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4,-6.067,-5.511909989864808
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,-6.061,-4.9234330917164755
CC(C)(c1ccc(OP(O)O)cc1)c1ccc(OP(O)O)cc1,-6.056,-3.1693737863478932
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,-6.05,-6.056091500753052
CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,-6.045,-4.897343859191175
CN(C)CCCNc1c2ccccc2nc2ccccc12,-6.042,-5.090755053415714
O=NN1CCC(=O)NC1=O,-6.04,-4.910133219971215
O=C1C=CC(=O)N1,-6.035,-3.7494404366240963
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(OC1CC(N(C)C)C(O)C(C)O1)CC(O)(C(=O)CO)C3,-6.033,-6.558622690046037
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C,-6.025,-4.876567104455474
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,-6.023,-5.230438449814202
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,-6.019,-4.529904443756267
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C=C4,-6.019,-5.287234681019619
CCCN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.012,-3.9934582667229024
[O-][n+]1onc2c([NH+]([O-])O)ccc(N(CCO)CCO)c21,-6.005,-3.6369114195009487
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,-5.992,-4.309502471695125
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,-5.991,-5.771865205970623
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-5.984,-5.701026148680187
O=C1C=CC(=O)c2c(O)cccc21,-5.984,-5.053610924013447
CCc1cccc(CC)c1NC(=O)CO,-5.976,-4.249385027272906
CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC,-5.974,-5.720927982264699
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-5.97,-4.82685031317612
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O,-5.97,-5.55249871001599
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,-5.966,-4.343651099470224
C[C@H]1CN(N=O)C(=O)NC1=O,-5.961,-4.33826333883983
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-5.957,-4.05238131401391
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,-5.955,-4.928098404171673
O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21,-5.952,-4.9764856119488625
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,-5.949,-4.6049414662548385
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-5.947,-5.674982930027073
O=C1NCNC(=O)N1,-5.943,-4.272805832613946
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,-5.942,-5.555478827663844
CCOC(=O)N1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-5.941,-3.887188058428812
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-5.936,-5.5530271710977805
[O-][n+]1cccc2c3c(ccc21)C(O)C(O)C1OC31,-5.936,-5.1026235115489
COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(=O)C2=O,-5.935,-5.413174242601195
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,-5.931,-5.287234681019619
CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,-5.926,-4.647112833718925
NCCc1cc(O)c(O)cc1O,-5.922,-5.136841838233434
Cc1ccc(O)c(O)c1,-5.922,-5.389821115865374
Cc1c2cc(CO)ccc2nc2c3c(ccc12)C(O)C(O)C=C3,-5.909,-4.990906077546685
