Smiles,docking score,LGBMscore
CC[C@]1(O)C[C@H](O[C@@H]2C[C@H](N)[C@@H](O)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,-7.41,-6.516661375783902
OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,-7.365,-7.555329006751879
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,-7.226,-6.317087033750281
O=c1c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)cc2oc2c(O)ccc(O)c12,-7.213,-7.20355134980585
ONc1ncnc2c1ncn2Cc1ccccc1,-7.211,-4.995139342668946
Cc1ccc(NCC2(O)OCC(O)C(O)C2O)cc1,-7.179,-5.9313915935258406
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)[C@H](I)[C@H](O)[C@@H]1O,-7.172,-7.2762608984915165
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,-7.126,-6.094046890903723
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-7.113,-5.848994058073379
OC1COC(NCCc2c[nH]c3ccccc23)C(O)C1O,-7.109,-6.539292282526729
O=c1c(O)c(-c2ccc(OCCO)c(OCCO)c2)oc2cc(OCCO)cc(O)c12,-7.1,-6.3657946985086795
C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,-7.076,-3.93768209335019
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-7.055,-6.848907335860117
O=C1N[C@@H](c2ccc([N+](=O)[O-])s2)Nc2ccccc21,-7.054,-6.241456358069931
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,-7.003,-6.372423800479362
Nc1nc(O)c2ncn(C3C=CC(CO)C3)c2n1,-6.997,-5.894695517475523
Nc1ncnc2c1ncn2C(c1ccccc1)c1ccccc1,-6.995,-4.182202196135518
OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc32)C(O)C1O,-6.988,-6.4932685597152755
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,-6.98,-6.199119746322227
CCC[C@@H](C)C[C@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@H](C)C[C@H](O)CCCC[C@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,-6.971,-7.0119952688272225
CC(C)(C)N(Cc1ccccc1)CC(O)c1ccc(O)c(CO)c1,-6.962,-6.202182540408864
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,-6.961,-6.5123267845626405
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N(C)C)[C@@H](O)[C@H](C)O1,-6.957,-6.088856129559051
NNc1nnc(NN)c2ccccc12,-6.953,-3.884997171708315
O=C1c2ccccc2C(=O)c2c1ccc(C1OC(CO)C(O)C(O)C1O)c2O,-6.944,-6.8661321171439464
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,-6.941,-6.066732196385486
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-6.936,-5.342960070432106
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,-6.927,-3.4997788141152593
O=C(O)c1cc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(O)c(C(=O)O)c5)c5cc(S(=O)(=O)O)ccc45)cc3)cc2)ccc1O,-6.927,-5.485931424861308
COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)C(=O)CC(O)(C(C)=O)C4,-6.926,-5.396684233882305
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,-6.915,-6.232539920354628
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,-6.901,-6.860714092038455
Oc1ccc(OP2(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)=N2)cc1,-6.894,-3.9927217065233904
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,-6.881,-5.787016460614679
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,-6.867,-6.0519618622594935
O=NN(CC(=O)O)C[C@]1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,-6.858,-6.066732196385486
Cc1cc(O)c2c(c1O)C(=O)c1c(O)ccc(O)c1C2=O,-6.851,-4.545283613839448
O=C1CN(CCCN2CC(=O)NC(=O)C2)CC(=O)N1,-6.829,-5.688107125617586
O=NN1CCSC1C(O)C(O)C(O)C(O)CO,-6.812,-5.804111994711998
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,-6.808,-6.447763321866603
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,-6.787,-5.514834349065549
OC1C=CC2=C(c3cccc4cccc2c34)C1O,-6.772,-5.214563566391932
COc1cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2cc1OC,-6.768,-6.3562821360897495
CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,-6.764,-5.4921415959550135
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,-6.76,-6.042347970355598
Nc1c2ncn(C(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.753,-5.0160192690853265
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.746,-6.949589622745789
Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,-6.726,-5.684849299228592
Nc1ccc2cc(S(=O)(=O)O)c(N=Nc3ccc(-c4ccc(N=Nc5ccc(O)c(C(=O)O)c5)cc4)cc3)c(O)c2c1,-6.721,-5.490644956902688
[O-][n+]1cccc2cccc(O)c21,-6.713,-5.489103139949618
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,-6.705,-6.985292739676265
CN(C)CCNC(=O)c1cc2ccccc2c2cccnc12,-6.681,-4.705995443128705
O=C1NC(=O)C(Cl)C1=C(Cl)Cl,-6.676,-4.100138502263716
[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CCN(CCO)CC3)c21,-6.674,-4.817301026832129
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1,-6.671,-5.680656968991061
Oc1ccc(O)c(O)c1,-6.668,-5.4851201094894515
NCC1CCC(C(=O)c2ccc(CCC(=O)O)cc2)CC1,-6.651,-4.441420426370888
OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,-6.643,-5.268174117558181
CCN1CCNC(=O)C1=O,-6.63,-4.553182677496668
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-6.627,-5.644137253294244
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,-6.609,-5.84879696993481
O=C1c2c3c(O)ccc4c3c(c3c(O)ccc(c23)C2OC12)C(O)C1OC41,-6.601,-5.819695549106758
O=C1NC(=O)c2ccccc21,-6.593,-4.445800061341717
CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)OC1OC=CC41O,-6.591,-5.798246921676584
O=C1c2cccc(O)c2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,-6.577,-6.5081745241980515
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3,-6.57,-6.279201398191328
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3sc12,-6.536,-4.793339443609798
COc1cc2c3c(c1O)-c1cc4c(cc1CC3N(C)CC2)OCO4,-6.534,-4.137159893920787
O=C(O)C1Cc2c([nH]c3ccccc23)C(Cc2ccccc2O)N1,-6.529,-5.889479330573819
O=C1c2cccc(O)c2C(=O)c2c(OC3OC(CO)C(O)C(O)C3O)cccc21,-6.529,-6.5081745241980515
CCNc1nc(Cl)nc(NCC)n1,-6.523,-3.4775705274713915
CCOC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1cccc(N(CCCl)CCCl)c1)NC(=O)[C@@H](N)Cc1ccc(F)cc1,-6.52,-5.325075233605563
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(O)C1)C(=O)c1c(O)cccc1C3=O,-6.513,-5.268492979281043
CC(=O)c1cc(N)ccc1OCC(O)CNC(C)(C)C,-6.511,-5.357123132177178
OCc1cc2ccc3cccnc3c2[nH]1,-6.508,-4.522445344913714
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,-6.493,-6.9320834850972295
OCC1OC(n2cnc3c(NO)ncnc32)C(O)C1O,-6.485,-6.510978321700214
Cc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,-6.469,-4.392218304448135
OCC(O)C(O)C(O)C(O)CO,-6.458,-5.586715149307157
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,-6.446,-5.890303650037458
Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(O)c1C2=O,-6.444,-6.263973580456227
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,-6.441,-6.006039813383663
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,-6.439,-5.953841043672491
Nc1ncnc2c1ncn2C1CCC(CO)O1,-6.439,-5.953841043672491
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,-6.438,-6.016736355549208
CC[C@]1(O)C[C@@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@@H]1C(=O)OC,-6.428,-6.203410622646471
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,-6.428,-5.843963893524527
O=C1NC(=O)[C@@H]2CC=CC[C@H]12,-6.424,-5.165263628369542
O=C1NC(=O)C2CC=CCC12,-6.424,-5.165263628369542
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,-6.423,-5.870784892455661
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,-6.422,-4.187624527413353
[O-][NH+](O)c1ccc(Nc2ccccc2O)c([NH+]([O-])O)c1,-6.422,-4.724788872477271
Cn1cc(CC2(O)C(=O)CC3C(O)COC32O)c2ccccc21,-6.42,-4.806640545466719
Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-6.414,-5.840168644982893
CC1=CC2(OC3OC(CO)C(O)C(O)C3O)CC(C)C(=O)C2C(C)(O)C12CC2,-6.388,-5.586549619604926
C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,-6.386,-5.366032669013851
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-6.382,-6.538562586817644
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,-6.382,-5.804111994711998
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,-6.38,-4.271313852752281
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,-6.374,-6.582239940334207
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC)C(C)O1,-6.367,-5.807625912031121
Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O,-6.367,-6.263973580456227
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,-6.356,-5.192176972200334
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,-6.349,-5.534246379116235
O=C1CC(=C(Cl)Cl)C(=O)N1,-6.344,-4.801140427130263
C[C@H]1C[C@@H](C)C(=O)[C@@H]([C@@H](O)CC2CC(=O)NC(=O)C2)C1,-6.333,-4.904088905112061
CC1CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(=O)C1=O,-6.333,-4.862880983137609
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,-6.329,-5.615889467978341
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,-6.319,-4.983680716200934
O=C1c2ccccc2C(=O)c2c1ccc([C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2O,-6.314,-6.8661321171439464
O=C1CN(N=Cc2ccc([NH+]([O-])O)o2)C(=O)N1,-6.295,-4.784546009285854
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12,-6.291,-4.540629720719133
CCC1(c2ccccc2)C(=O)NCNC1=O,-6.277,-4.929574604487003
[O-][NH+](O)c1cccnc1O,-6.277,-3.693609537094641
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCO)ccc(NCCO)c21,-6.275,-5.347129995445571
O=[N+]([O-])c1ccc(C=NN2CCN=C2O)o1,-6.274,-4.049101905532294
COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,-6.272,-5.427099973862073
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,-6.262,-5.828252993143252
O=NN(CCc1c[nH]c2ccccc12)C1OCC(O)C(O)C1O,-6.261,-6.145433006373649
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-6.255,-6.2233856377655
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-6.234,-5.934783359566569
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,-6.23,-5.696337062084978
OC(CBr)C(O)C(O)C(O)CBr,-6.227,-5.246564953014581
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-6.221,-5.285675504605452
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N2CCOC[C@H]2C#N)[C@H](O)[C@H](C)O1,-6.22,-6.725938382054585
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1COO,-6.219,-6.173350162975384
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,-6.214,-4.021749784228108
O=C1NC(=O)c2cc([NH+]([O-])O)ccc21,-6.214,-4.328809602727393
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,-6.202,-6.514279333350519
Nc1ccc2c(=O)[nH]sc2c1,-6.199,-3.9649661643331227
O=[N+]([O-])c1ccc2c(O)nsc2c1,-6.186,-3.673160128398083
NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,-6.18,-5.388514828724758
C[C@@H]1O[C@@H](O[C@H]2C[C@](O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)C[C@H](N)[C@H]1O,-6.178,-7.25548616789614
CN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.176,-4.602182325122574
CCC12OC1(C(=O)OC)C(=O)NC2(C)O,-6.166,-4.318934545733062
CCCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-6.16,-5.304642888210122
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-6.149,-6.108437676979459
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,-6.141,-5.7509968184978835
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,-6.137,-3.7690093690727604
COC(=O)[C@]12O[C@@]1(C)[C@](O)(C(C)C)NC2=O,-6.134,-4.38628689207245
COc1cc(C)cc2c(O)c(-c3c(C)cc4c(O)ccc(O)c4c3OC)cc(O)c12,-6.128,-5.395649988886419
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-6.128,-5.766036800003384
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,-6.124,-6.510978321700214
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,-6.103,-6.949589622745789
Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],-6.094,-5.1882707232860765
O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CO,-6.092,-5.728737803175822
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,-6.085,-4.271313852752281
O=NN1CCCNC1=O,-6.085,-5.092446894584734
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-6.084,-5.938649357352532
OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,-6.083,-5.551874947389749
CCC1(O)CC(OC2CC(N)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,-6.076,-6.516661375783902
Cc1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,-6.072,-4.337899492323626
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)CC(C)O1,-6.072,-5.754121033308838
Oc1ccc2ccc3c4c(cc5ccc1c2c53)C(O)C(O)C=C4,-6.067,-5.433754686062377
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,-6.061,-4.933569097092611
CC(C)(c1ccc(OP(O)O)cc1)c1ccc(OP(O)O)cc1,-6.056,-3.3589962878095316
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,-6.05,-5.797324132880481
CC(C)NC[C@@H](O)COc1cccc2c1OC[C@@H](O[N+](=O)[O-])C2,-6.045,-5.0025287226355974
CN(C)CCCNc1c2ccccc2nc2ccccc12,-6.042,-4.65917401271948
O=NN1CCC(=O)NC1=O,-6.04,-5.165835262523748
O=C1C=CC(=O)N1,-6.035,-4.378176318227755
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C(OC1CC(N(C)C)C(O)C(C)O1)CC(O)(C(=O)CO)C3,-6.033,-6.750450475275279
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C,-6.025,-5.210531481321805
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1,-6.023,-4.810733165145835
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,-6.019,-4.527278468081638
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C=C4,-6.019,-5.696160548550718
CCCN1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-6.012,-4.665524363907499
[O-][n+]1onc2c([NH+]([O-])O)ccc(N(CCO)CCO)c21,-6.005,-4.231439739893097
COC(=O)[C@]12O[C@@]1(C)[C@@](C)(O)NC2=O,-5.992,-4.429812007815965
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,-5.991,-5.941806863557023
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-5.984,-5.904304896157533
O=C1C=CC(=O)c2c(O)cccc21,-5.984,-4.802415934143813
CCc1cccc(CC)c1NC(=O)CO,-5.976,-3.851856098584556
CC=C(C=C(C)C=C(C)C=CC=C(C)C(=O)C12OC1C(O)(CCO)NC2=O)C(=O)OC,-5.974,-5.537330013443833
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-5.97,-5.389403378390912
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O,-5.97,-5.182986114417469
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,-5.966,-4.318934545733062
C[C@H]1CN(N=O)C(=O)NC1=O,-5.961,-4.821218603775955
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,-5.957,-5.03098520813338
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,-5.955,-4.297294448451704
O=C1c2c(O)ccc(Cl)c2C(=O)c2c(O)ccc(Cl)c21,-5.952,-4.500892867460539
CC1Cc2ccc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,-5.949,-4.8417506308580744
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,-5.947,-5.409318635212293
O=C1NCNC(=O)N1,-5.943,-5.247294405903878
OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,-5.942,-6.022165958690819
CCOC(=O)N1CCN(c2ccc([NH+]([O-])O)c3no[n+]([O-])c23)CC1,-5.941,-4.2673905167963815
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-5.936,-4.743913676285974
[O-][n+]1cccc2c3c(ccc21)C(O)C(O)C1OC31,-5.936,-4.945180562953041
COc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(=O)C2=O,-5.935,-5.498880384198645
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,-5.931,-5.696160548550718
CCCCOc1ccc2nc3cc(Cl)ccc3c(NCCCN(CC)CCCl)c2n1,-5.926,-4.716619805783489
NCCc1cc(O)c(O)cc1O,-5.922,-5.509236318389809
Cc1ccc(O)c(O)c1,-5.922,-4.700384790411383
Cc1c2cc(CO)ccc2nc2c3c(ccc12)C(O)C(O)C=C3,-5.909,-5.596207599960961
